gene,gene length,silent,nonsense,splice site,missense,recurrent missense,frameshift indel,inframe indel,lost start and stop,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,exp_mean,exp_std,methy_mean,methy_std,cna_mean,cna_std,3'UTR,5'UTR,SNP,DEL,INS
ITPKB,2841.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.955250598134167,407.0,0.01908919,1.188314241350905e-06,3.0,13.767668170212602,0.7144184162230637,0.04713270574539536,0.014543795984918497,0.1082,0.1059,0,0,1,0,0
JAK1,3465.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0395777456032,396.0,-0.005437463000000001,0.00047243078240005184,78.0,11.385309231389575,0.5594824340292174,0.8782859129056184,0.03917619514240578,-0.4118,0.412,0,0,1,0,0
LCE4A,300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.368016999851047,818.0,0.0241362,8.46054463915683e-06,23.0,0.02128997858087864,0.1329558736235319,0.7922478673544179,0.09236215346529307,0.015508066302713825,0.11672541274035253,0,0,1,0,0
LRRIQ3,1875.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.838558141958787,1188.0,-0.01826199,9.538970434450752e-07,4.0,2.356948645780484,1.1091378787948984,0.29715614382101097,0.10009099724461114,0.0431,0.0358,0,0,1,0,0
MTOR,7650.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.138631788955657,416.0,0.03177134,0.0011287275307097762,128.0,10.6337510707422,0.4875271108530846,0.29715614382101097,0.10009099724461114,-0.18395,0.18565,0,0,2,0,0
NCF2,1581.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.237607007699864,407.0,0.03080687,2.804439843431143e-05,19.0,5.589006764450384,1.1077751039803312,0.8371737592680535,0.07873144691042973,-0.0086,0.0096,0,0,1,0,0
NLRP3,3111.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.142216334348493,478.6838842975208,0.017407570743426297,3.1029278132148897e-06,8.0,3.6204329776561313,1.062525323375479,0.29715614382101097,0.10009099724461114,-0.017499999999999998,0.0125,0,0,1,0,0
NME7,1131.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.042900678985703,491.0,0.0115975,0.0001731463341742601,39.0,7.328694987906964,0.5855846052095905,0.04663183539640468,0.021315688982001632,0.03125,0.02975,0,0,1,0,0
OR6K3,948.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.422678300279493,966.0,0.001844479,0.0,0.0,0.0,0.0,0.29715614382101097,0.10009099724461114,0.015508066302713825,0.11672541274035253,0,0,1,0,0
PADI2,1998.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.218672016925485,194.0,0.04459804,0.0,0.0,10.797702507944152,1.79253010294265,0.03299141483241238,0.01920770593857281,-0.0376,0.04259999999999999,0,0,1,0,0
PAPPA2,5376.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.287040648650414,863.0,-0.01034029,8.134804344250316e-07,3.0,1.836653262315718,2.4429278589725323,0.43471751447353774,0.1564833333611202,-0.0279,0.0384,0,0,1,0,0
PPM1J,1518.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.094217149213485,325.0,0.02719753,0.0,1.0,5.154125845339788,0.6958808944378997,0.02740748968401413,0.0047460877965069285,-0.00135,0.00235,0,0,1,0,0
PRDM2,5157.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.06051081278434,892.0,0.02495296,8.901033246259819e-07,12.0,9.309202233900207,0.5587188347186629,0.7846321132775469,0.27460107195048394,-0.0522,0.0511,0,0,1,0,0
PTBP2,1596.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.350384583932254,676.0,-0.01605845,8.184770658774973e-06,21.0,7.054750649521531,1.1923475226505924,0.0246463253026733,0.011273558104805865,0.0218,0.0202,0,0,1,0,0
RPS6KC1,3201.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.791149531148086,600.0,-0.000338861,4.170714926766818e-06,4.0,8.02455337169879,0.5926402901678204,0.08492477623101724,0.13150918179985685,0.00445,0.00135,0,0,1,0,0
RTCA,1140.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.34656913513722,526.0,0.007236111,9.892311683327795e-07,10.0,6.2348332548981285,0.6057951936981011,0.29715614382101097,0.10009099724461114,-0.01855,0.02005,0,0,1,0,0
RYR2,14904.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.40636081497981,1024.0,-0.02437893,0.00010328885804601809,25.0,1.5955904315271006,1.2443592958547731,0.6368646059756202,0.22772001670967,0.015508066302713825,0.11672541274035253,0,0,1,0,0
SELE,1833.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.038439461212487,597.0,0.01157435,2.8969371819852376e-06,9.0,1.1755668807715811,1.2145105325514756,0.8864574450245846,0.04140786346749465,0.0523,0.0523,0,0,1,0,0
SLC26A9,2664.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.39776277675692,431.0,0.03280121,0.0,1.0,0.14633858160637522,0.2878933549508501,0.29715614382101097,0.10009099724461114,0.062,0.0599,0,0,1,0,0
SPTA1,7260.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.43784795842986,940.0,0.001272281,1.1650900608471095e-05,19.0,1.5803788794987368,1.1685351998237552,0.8072094088438273,0.15446542792466247,0.009275,0.0540857825588204,0,0,2,0,0
SZT2,10128.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.053674036825935,252.0,0.02706787,1.7326131778239772e-05,7.0,6.2348332548981285,0.6057951936981011,0.29715614382101097,0.10009099724461114,0.015508066302713825,0.11672541274035253,0,0,1,0,0
TNFRSF8,1788.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.97986977245672,191.0,0.03518933,0.00011118946552611643,12.0,1.9651576769877463,1.4617286655253878,0.1106281943478054,0.10985788575333932,0.00445,0.00135,0,0,1,0,0
TRIM62,1428.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.528667573485,385.0,0.02674755,2.519773888030597e-06,6.0,7.270209553100033,0.6617682484338514,0.03543441147048869,0.015226772415220947,0.015508066302713825,0.11672541274035253,0,0,1,0,0
TRIM67,2352.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.54230113188488,603.0,0.008208907,0.0,0.0,3.031078343437425,1.5382249064576512,0.29715614382101097,0.10009099724461114,0.02855,0.02725,0,0,1,0,0
UBR4,15552.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.586910321936177,414.0,0.032716,0.0005760860301502973,69.0,11.889974686180599,0.3959729326669199,0.29715614382101097,0.10009099724461114,0.015508066302713825,0.11672541274035253,0,0,1,0,0
VAV3,2544.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.01170881605705,554.0,-0.01065026,8.730488813920821e-06,14.0,6.8347981091972985,1.4969598060711384,0.05351413841325636,0.017233598405797513,-0.03255,0.03385,0,0,1,0,0
WDR47,2784.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.84624896298148,216.0,0.01885156,1.274634159781502e-06,5.0,7.493708451488782,0.6021099436437671,0.06804115644711442,0.03931662238612768,0.015508066302713825,0.11672541274035253,0,0,1,0,0
ZBTB7B,1722.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.62119962337714,224.0,0.03538236,0.0001549083631028179,34.0,10.165627062600624,0.5506364629424426,0.9165148675708132,0.03239893209265672,0.062,0.0599,0,0,1,0,0
ADAMTS10,3312.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.248004907181226,214.0,-0.01448048,1.8992782470806743e-06,7.0,6.854015653854631,0.9852149930808116,0.06945196353553297,0.013414918774985726,-0.0216,0.0206,0,0,1,0,0
ATP8B3,3903.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.056134927874844,206.0,0.02880522,0.0,0.0,6.022309525507198,1.3255890971653876,0.29715614382101097,0.10009099724461114,0.015508066302713825,0.11672541274035253,0,0,1,0,0
CACNA1A,7534.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.614131979008306,497.0,0.01180254,0.0008331787726002513,93.0,5.341531167659989,1.06322195723172,0.0757410479577015,0.060287302282493724,-0.0037,0.0066,0,0,1,0,0
CLEC4M,1200.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.45734099694329,329.0,0.02061152,1.6059609137222543e-06,7.0,0.06356124724410743,0.1997361677354577,0.6843928427523925,0.17438989687000947,0.030500000000000006,0.034100000000000005,0,0,1,0,0
FAM187B,1110.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.54933195015173,472.0,0.007166916,8.774286578462906e-06,12.0,0.3672237267998831,0.5335825018576076,0.29715614382101097,0.10009099724461114,-0.02155,0.01995,0,0,1,0,0
FCGRT,1098.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.988251279565265,210.0,0.04060547,9.36564009690533e-06,7.0,12.210148791050987,0.7556853743699182,0.17775875719128892,0.24485228506063744,0.0515,0.0488,0,0,1,0,0
GNA11,1080.0,0.0,0.0,0.0,1.0,0.9333333333333332,0.0,0.0,0.0,19.9320532334389,173.0,0.0254863,0.00011131785916489973,28.0,9.490549433335328,0.6004813296169452,0.06126407845862152,0.07483837913307563,0.00708,0.043969302928293055,0,0,15,0,0
GRIN3B,3132.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.18734119842805,206.0,0.0260103,0.0,2.0,1.0328742381675675,0.7642108636566087,0.29715614382101097,0.10009099724461114,-0.0498,0.0543,0,0,1,0,0
KIR3DL2,1368.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.913468264662463,620.0,-0.02332804,0.0,2.0,0.3767464807726632,0.811068560887516,0.8181650412828402,0.1741351905052642,-0.0083,0.013000000000000001,0,0,1,0,0
LILRA2,1452.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.64400429087994,601.0,-0.004121918,0.0,0.0,3.5913263550594805,1.045292651599853,0.42161271222579016,0.20727549050707034,0.0113,0.0143,0,0,1,0,0
LILRA3,1320.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.478094540988213,458.0,-0.007717081,0.00011077498967256538,7.0,0.8961616133952411,0.8318632849264472,0.2728200962272437,0.08988675829536333,-5.0000000000000016e-05,0.0012499999999999998,0,0,1,0,0
LRRC4B,2142.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.539467255092585,517.0,0.035117699999999995,0.0,1.0,8.208437384596778,1.8581929776299275,0.29715614382101097,0.10009099724461114,-0.0083,0.013000000000000001,0,0,1,0,0
MEGF8,8538.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.595560901021,218.0,0.0419089,1.906841890452105e-05,9.0,11.666437246503675,0.5483538935126948,0.29715614382101097,0.10009099724461114,0.015508066302713825,0.11672541274035253,0,0,1,0,0
MRPL4,936.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.721938597996328,200.0,0.03069633,0.0002931677406328794,116.0,10.6500210087493,0.3893214993572456,0.020998488365206968,0.004114247012978932,-0.02155,0.01995,0,0,1,0,0
MUC16,43524.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.073442603111964,537.0,-0.06138367,8.101166459715478e-07,3.0,0.17036347935826435,0.5372614832011081,0.29715614382101097,0.10009099724461114,-0.121475,0.27514033124026,0,0,2,0,0
MYO1F,3297.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.36319217082937,214.0,-0.006874791999999999,1.5023665964001504e-06,7.0,7.017814185131472,0.9929676737856415,0.10781982363052207,0.055676046160629995,0.02625,0.02485,0,0,1,0,0
NLRP11,3102.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.919739156120762,362.0,-0.03452147,0.0,0.0,1.1764063931000766,1.4594495424820764,0.29715614382101097,0.10009099724461114,-0.0083,0.013000000000000001,0,0,1,0,0
NLRP2,3189.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.90667102814211,432.0,-0.02068773,1.1558325494539626e-05,11.0,2.7189128573565458,3.0838139728482217,0.29715614382101097,0.10009099724461114,0.015508066302713825,0.11672541274035253,0,0,1,0,0
NUP62,1569.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.679258441305187,205.0,0.04451574,0.0003787859483401363,90.0,10.783806516546953,0.20148474207403053,0.29715614382101097,0.10009099724461114,0.015508066302713825,0.11672541274035253,0,0,1,0,0
OR7D4,939.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.605589837071427,582.0,-0.04992784,0.0,0.0,0.0,0.0,0.29715614382101097,0.10009099724461114,0.00935,0.00925,0,0,1,0,0
PPP2R1A,1770.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.867289600428425,896.0,-0.03843337,0.0021301383204943487,205.0,13.465954294353983,0.4553072572786857,0.29715614382101097,0.10009099724461114,-0.30095,0.28615,0,0,1,0,0
PSG4,1260.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.243711397374728,125.0,-0.03282892,1.4616682167129442e-07,2.0,2.7616300124444337,3.0138975679225792,0.7165784704826826,0.17813250958050558,0.03565,0.03045,0,0,1,0,0
RPS9,585.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.45286901663281,458.0,-0.006241607,0.0001577147511506979,149.0,15.812260418524756,0.8003436530806761,0.023209268044084443,0.003128292078813507,-0.0278,0.0281,0,0,2,0,0
RYR1,15117.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,20.49834476395561,353.0,0.01709271,2.939048108272128e-06,7.0,10.239317920047222,1.2328969331905522,0.0540843913465439,0.019563957053519657,0.0025,0.0013,0,0,2,0,0
SBK2,1047.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.061920927630336,399.0,0.003516596,0.0,0.0,0.11962034253297273,0.2742466832892315,0.29715614382101097,0.10009099724461114,0.040400000000000005,0.042600000000000006,0,0,1,0,0
SHANK1,6486.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.27044886931368,593.0,0.03101087,0.00012874270138707195,15.0,2.319146069699033,1.5578284764771984,0.7228089007582487,0.16913847492925252,0.0113,0.0143,0,0,1,0,0
SLC25A23,1407.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.722519223456896,219.0,0.03274363,1.108642440303759e-05,5.0,11.738114830300589,0.7673916393903208,0.29715614382101097,0.10009099724461114,-0.033100000000000004,0.036800000000000006,0,0,1,0,0
TNFSF14,723.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.50848904407892,259.0,0.02896026,4.370765752248219e-05,8.0,0.3589472187916285,0.6579540410500055,0.6596935417427365,0.17767361950410573,-0.0249,0.0201,0,0,1,0,0
WTIP,1293.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.43246340049254,355.0,0.00532799,1.2790420786055059e-06,8.0,10.281436632897568,0.6257467861498245,0.29715614382101097,0.10009099724461114,0.015508066302713825,0.11672541274035253,0,0,1,0,0
ZNF229,2478.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.46875448536387,528.0,-0.04939491,0.0,0.0,5.836443598017605,2.574307419144886,0.29715614382101097,0.10009099724461114,0.015508066302713825,0.11672541274035253,0,0,1,0,0
ZNF304,1980.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.720952951376017,869.0,-0.01664274,0.0,0.0,8.114258815214935,0.5859029220139126,0.0289067868618203,0.005859389027236037,0.015508066302713825,0.11672541274035253,0,0,1,0,0
ZNF446,1353.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.05535658527331,270.0,-0.003729322,6.866896533514225e-05,29.0,8.482115726470905,0.4095823535007485,0.042457488851422906,0.012724541316577204,0.015508066302713825,0.11672541274035253,0,0,1,0,0
ZNF460,1689.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.67880367765627,859.0,-0.03983569,1.7615883831602567e-05,10.0,4.1044165102481225,0.5768489901689254,0.29715614382101097,0.10009099724461114,0.015508066302713825,0.11672541274035253,0,0,1,0,0
ZNF527,1830.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.803836607325273,939.0,-0.06268315,0.0,0.0,5.927076044099017,0.7360567134041547,0.29715614382101097,0.10009099724461114,0.01035,0.00825,0,0,1,0,0
ZNF560,2373.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.08838919439758,642.0,-0.05164238,0.0,0.0,2.899477780534653,3.1912112618175263,0.0288007311913279,0.03317427349437612,0.0577,0.0585,0,0,1,0,0
ZNF599,1767.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.83070830603384,607.0,-0.05239529,2.9861653096039016e-08,3.0,6.612265478617205,0.6847966293108225,0.29715614382101097,0.10009099724461114,-0.0216,0.0234,0,0,1,0,0
ZNF628,3180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000459464471017,399.0,0.02380714,0.0,1.0,8.540456467200334,0.597225806183127,0.29715614382101097,0.10009099724461114,0.015508066302713825,0.11672541274035253,0,0,1,0,0
ZNF780A,1929.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.172698515925028,521.0,0.02163756,2.9969587036578834e-08,2.0,7.797837763526743,0.5645058996248279,0.29715614382101097,0.10009099724461114,0.015508066302713825,0.11672541274035253,0,0,1,0,0
ZNF836,2811.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.814031637366593,901.0,-0.04095584,0.0,0.0,6.8695336216515495,0.8589597604112525,0.29715614382101097,0.10009099724461114,0.015508066302713825,0.11672541274035253,0,0,1,0,0
ACP2,1272.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.28099612832696,198.0,0.03764394,0.00015728438631841684,16.0,10.498456465690372,0.5475109921656205,0.03325539442840394,0.006122130514282429,0.01075,0.00765,0,0,1,0,0
ALG9,1857.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.73884929372885,182.0,0.02814099,6.718539784246891e-06,9.0,9.963775100779618,0.3615195539123307,0.29715614382101097,0.10009099724461114,0.015508066302713825,0.11672541274035253,0,0,1,0,0
AMICA1,1185.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.43279837156989,293.0,0.0555543,0.0,1.0,5.395774626034651,1.4860974568523435,0.8791214032516169,0.051060787786804375,0.015508066302713825,0.11672541274035253,0,0,1,0,0
ARAP1,4353.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.281038251682727,234.0,0.05411493,6.292546601193627e-05,21.0,11.980689521410104,0.4114476693949976,0.29715614382101097,0.10009099724461114,0.015508066302713825,0.11672541274035253,0,0,1,0,0
ARHGEF17,6192.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,19.19900896359448,218.0,0.05356916,3.503556607032209e-06,5.0,10.339241285917586,0.4826389458659599,0.030781253457244508,0.006662579783352645,0.15655,0.15564999999999998,0,0,2,0,0
CNTN5,3303.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.8330727123299,1135.0,-0.02550126,0.0,0.0,0.07284982385261082,0.2274996427463653,0.29715614382101097,0.10009099724461114,0.01075,0.00765,0,0,1,0,0
DAK,1728.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.41103714522812,286.0,0.05735575,1.703537064043571e-05,22.0,10.344401899307735,0.5711408590378715,0.7353125762768655,0.28213210879731865,-0.0178,0.0181,0,0,1,0,0
FAT3,13674.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.975823791559115,1011.0,-0.0326036,4.799821949703392e-06,7.0,1.4422981737359408,1.0508442596578609,0.29715614382101097,0.10009099724461114,0.08199999999999999,0.0811,0,0,1,0,0
HEPN1,267.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.424012062354972,743.0,0.01384725,0.0,0.0,0.9606662710454508,1.3477404036433611,0.29715614382101097,0.10009099724461114,0.015508066302713825,0.11672541274035253,0,0,1,0,0
INTS5,3060.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.210003010428267,248.0,0.05069368,5.8913523780825587e-05,42.0,10.150618119204056,0.4545373028706642,0.29715614382101097,0.10009099724461114,0.021,0.0201,0,0,1,0,0
MS4A8,753.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.09323314060236,756.0,0.01622126,0.0,0.0,6.2348332548981285,0.6057951936981011,0.29715614382101097,0.10009099724461114,0.015508066302713825,0.11672541274035253,0,0,1,0,0
MTNR1B,1089.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.750076768491368,742.0,-0.01809515,0.0,2.0,0.013500681731437685,0.08431173038984216,0.4909371179439292,0.2709864737811441,0.015508066302713825,0.11672541274035253,0,0,1,0,0
MUC2,8442.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.48513747419861,466.0,0.04338638,2.192817368860705e-05,2.0,0.0253856550902402,0.15853336522658215,0.29715614382101097,0.10009099724461114,0.015508066302713825,0.11672541274035253,0,0,1,0,0
MUC5AC,1870.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.142216334348493,478.6838842975208,0.017407570743426297,5.270015110663929e-06,2.0,6.2348332548981285,0.6057951936981011,0.6136042232352105,0.13746987428863935,-0.0007999999999999999,0.0009,0,0,1,0,0
