gene	gene length	silent	nonsense	splice site	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy	lost start and stop	missense to silent	non-silent to silent	inactivating p-value	entropy p-value	vest p-value	combined p-value	expression_CCLE	replication_time	HiC_compartment	gene_betweeness	gene_degree
AJAP1	1236	0.0	0.0	0.5	0.5	0.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0794912559618442	1.0	0.2521432173474534	0.5995355597825529	5695.346	921.0	0.003660757	1.965776407963247e-06	3.0
AK5	1689	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	484699.3	536.0	-0.008071406	1.8151959906919063e-06	8.0
AKIRIN1	579	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0759762953958365	0.2717925763587545	681586.5	318.0	0.02975685	2.6406672456692e-06	2.0
AKNAD1	2511	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333	0.0	1.0	0.0	0.0	1.0	0.0	0.5	1.0	0.21626297577854672	1.0	0.7485029940119761	0.965329397540759	801073.5	236.0	0.008164691	0.0	1.0
AKR1A1	978	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.7142857142857143	0.9546230261580092	873799.5	161.0	0.02696786	1.2433906867666788e-05	28.0
AKT3	1440	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	3.0	1.0	1.0	0.08494733265375468	0.2944039951045893	208929.8	954.0	-0.003878738	1.1796062775878878e-05	12.0
ALDH4A1	1692	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333	0.0	1.0	0.0	0.0	1.0	0.0	0.5	1.0	0.08665511265164645	1.0	0.6715916722632639	0.9389555095378588	642600.0	453.0	0.02718929	1.57249907427897e-05	23.0
ALDH9A1	1557	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.8084074373484236	0.9803468823042448	321830.8	408.0	-0.0003845727	4.424209178282366e-06	14.0
ALG6	1524	0.3333333333333333	0.0	0.0	0.6666666666666666	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6844626967830253	0.9439569697252308	133567.4	477.0	0.0015803079999999999	3.3664461570798414e-06	6.0
AMPD1	2343	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	5.0	5.0	1.0	1.0	0.027844294704015147	0.12755825560003636	600650.2	472.0	0.01059793	1.5588598857844034e-06	5.0
AMPD2	2640	0.75	0.0	0.0	0.25	0.0	1.0	0.0	0.0	1.0	0.0	0.25	0.25	1.0	1.0	0.8658008658008658	0.9905630683755472	989433.2	201.0	0.029085700000000003	1.391998329508335e-05	15.0
AMY2A	1536	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.7806401249024201	0.9739586439614342	27205.08	1015.0	-0.01987349	5.448971747492104e-07	4.0
AMY2B	1536	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.0	0.5	0.5	1.0	1.0	0.9487666034155596	0.9986645636804276	31275.85	974.0	-0.01881541	0.0	1.0
ANGPTL1	1476	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	643544.4805385728	450.4027004060051	0.019367322395976348	0.0	0.0
ANKRD13C	1626	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.0	0.5	0.5	1.0	1.0	0.8960573476702509	0.9944004157339776	295771.9	396.0	-0.001240119	2.9449640668634333e-06	4.0
ANKRD34A	1491	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.035824317546750736	0.15508806889325974	643544.4805385728	450.4027004060051	0.019367322395976348	0.0	0.0
ANKRD65	1200	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	3.0	1.0	1.0	0.4140786749482402	0.7791715474552945	643544.4805385728	450.4027004060051	0.019367322395976348	0.0	1.0
ANXA9	1038	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.31347962382445144	0.6771225444503929	1621279.0	172.0	0.03036572	3.4993985973177528e-06	4.0
AP4B1	2220	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.42265426880811496	0.7866444486712574	335230.6	545.0	0.01264193	4.619835438584507e-07	4.0
APH1A	798	0.3333333333333333	0.0	0.0	0.6666666666666666	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.09336196433572964	0.3147485062816256	1213150.0	197.0	0.0377598	0.0002772319474764497	22.0
APOA1BP	867	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.05393743257820928	1.0	1.0	1.0	2049505.0	180.0	0.03700808	1.4979174865977625e-05	16.0
APOBEC4	1104	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.3409478349812479	0.707816498464137	643544.4805385728	450.4027004060051	0.019367322395976348	0.0	0.0
AQP10	906	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.10047221943132724	0.3313447215175249	1653296.0	236.0	0.02906639	0.0	0.0
ARF1	546	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	702621.2	391.0	0.004712539	0.0006830671235435329	80.0
ARHGAP29	3786	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.7062146892655368	0.9518615785815876	466143.7	327.0	-0.008548422	1.1210784456458e-05	9.0
ARHGAP30	3306	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.8710490642551527	0.0	6.0	6.0	1.0	1.0	0.7183908045977011	0.9559925013737268	689033.1	250.0	0.02271094	0.0	0.0
ARHGEF10L	3840	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.0	0.5	0.5	1.0	1.0	0.7267441860465116	0.9587069327842672	375252.2	279.0	0.03035749	0.0	0.0
ARHGEF11	4689	0.0	0.25	0.0	0.75	0.0	1.0	0.0	0.0	1.0	0.0	3.0	4.0	0.32754667540124466	1.0	0.25926886180969666	0.6092532225113017	958228.2	350.0	0.03612695	6.617398398325312e-05	15.0
ARHGEF16	2130	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.14096419509444602	0.4171482036018367	248448.3	483.0	0.02143424	1.5429093062171875e-06	5.0
ARHGEF19	2409	0.3333333333333333	0.0	0.0	0.6666666666666666	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.8038585209003215	0.9793665549171928	824718.8	186.0	0.04027805	0.0	0.0
ARHGEF2	2961	0.4	0.0	0.0	0.6	0.0	1.0	0.0	0.0	1.0	0.0	1.2	1.2	1.0	1.0	0.6983240223463687	0.9490726735603728	1880483.0	213.0	0.0321663	7.339305742058517e-05	42.0
ARID1A	6858	0.16666666666666666	0.3333333333333333	0.0	0.3333333333333333	0.0	1.0	0.16666666666666666	0.0	0.6394714728255649	0.0	1.3333333333333333	3.3333333333333335	0.00122	1.0	0.7843137254901961	0.9748597479297172	975965.1	182.0	0.02749164	0.00010715271733528008	52.0
ARID4B	3939	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.7299270072992701	0.9597158684963748	550877.2	297.0	0.02157151	2.694120469680005e-05	21.0
ARNT	2370	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.0	0.5	0.5	1.0	1.0	0.4764173415912339	0.8296622395609795	1787393.0	188.0	0.03341297	0.00022061724919843803	42.0
ARPC5	465	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.5282620179609087	0.8653792246313713	608113.8	407.0	0.02430015	2.388266858807965e-05	28.0
ARV1	816	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.5310674455655868	0.8671621081651701	376654.8	616.0	0.01204895	6.765064188576948e-05	10.0
ASAP3	2712	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.0	0.5	0.5	1.0	1.0	0.19440124416796267	0.5127976257650309	1050777.0	159.0	0.02943262	8.808401607953754e-06	6.0
ASH1L	8895	0.1111111111111111	0.1111111111111111	0.0	0.7777777777777778	0.0	1.0	0.0	0.0	1.0	0.0	3.5	4.0	0.44543429844098004	1.0	0.6053268765133172	0.9091929026021708	1960625.0	247.0	0.03315029	1.4643366527007545e-07	5.0
ASPM	10434	0.36363636363636365	0.0	0.0	0.5454545454545454	0.0	1.0	0.09090909090909091	0.0	1.0000000000000002	0.0	1.2	1.4	1.0	1.0	0.05266206751277055	0.2076918144264196	221778.5	614.0	-0.02455929	4.4378853334342045e-05	20.0
ASTN1	3885	0.16666666666666666	0.0	0.0	0.6666666666666666	0.0	1.0	0.0	0.0	1.0	0.16666666666666666	2.0	2.5	0.23815194093831865	1.0	0.08730574471800244	0.3001867482077584	6546.731	940.0	-0.009137709	0.0	0.0
ATAD3A	1905	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.43535045711798	0.7973896054449112	1714469.0	248.0	0.02688662	0.00010712079593960285	52.0
ATAD3B	1947	0.3333333333333333	0.0	0.0	0.6666666666666666	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.7656967840735069	0.9701141124458188	1714469.0	248.0	0.02688662	5.1949212601205046e-05	36.0
ATAD3C	1236	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.0	0.5	0.5	1.0	1.0	0.7575757575757576	0.9679028307562724	1725369.0	187.0	0.02728094	2.2670096203953265e-07	3.0
ATG4C	1377	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.3478260869565217	0.7151487562606309	220392.3	415.0	0.0051843359999999995	1.020548598687891e-06	10.0
ATP13A2	3543	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	678964.8	221.0	0.05227663	0.000615106166323408	54.0
ATP1A2	3063	0.25	0.0	0.0	0.75	0.0	1.0	0.0	0.0	1.0	0.0	1.5	1.5	1.0	1.0	0.2507522567703109	0.5976153089517533	835734.1	386.0	0.02299702	1.0175730680950039e-05	15.0
ATP1A4	3090	0.4	0.0	0.0	0.6	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.4863813229571984	0.8369466671171784	841605.3	386.0	0.02907324	1.0179056657283298e-05	5.0
ATP2B4	3618	0.25	0.0	0.0	0.75	0.0	1.0	0.0	0.0	1.0	0.0	1.5	1.5	1.0	1.0	0.4807692307692308	0.8328691796698205	513211.4	256.0	0.03531427	0.00021100210222652768	31.0
ATP5F1	771	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.0	0.5	0.5	1.0	1.0	0.7524454477050414	0.9664610833191184	397612.7	348.0	0.02304096	0.0002453823278865976	79.0
ATP6V0B	618	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	875223.4	214.0	0.03941317	2.5588972672043545e-05	7.0
ATP6V1G3	357	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.3868471953578336	0.7542458444721054	105820.5	404.0	-0.01627596	0.0	0.0
ATP8B2	3672	0.375	0.25	0.0	0.375	0.0	1.0	0.0	0.0	0.9166666666666666	0.0	0.75	1.25	0.060331825037707384	1.0	0.6849315068493149	0.9441345450138664	1695430.0	236.0	0.03116069	3.208466694298593e-06	4.0
ATPAF1	1056	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.1137915339098771	0.3611045920029999	612038.1	266.0	0.02255483	2.4719537988899816e-08	3.0
ATPIF1	321	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.09329228472805301	0.31458325102242585	779314.4	213.0	0.03315278	5.272239433106194e-06	11.0
ATXN7L2	2169	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	3.0	1.0	1.0	0.4533091568449682	0.8119587129788354	1056159.0	272.0	0.03738143	7.960811498712054e-06	8.0
AUNIP	1074	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.3602305475504323	0.7280299144973192	746382.2	372.0	0.02388579	2.2298079439439985e-07	3.0
AVPR1B	1275	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.7057163020465773	0.9516880456658741	755855.8	400.0	0.0101593	0.0	1.0
AXDND1	3039	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.20601565718994644	0.5314798325719841	495703.9	593.0	-0.002456836	0.0	0.0
B3GALNT2	1503	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.24154589371980675	0.5847091274969138	536527.6	350.0	0.01637511	1.152263533277196e-05	8.0
B4GALT3	1182	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.2218770800976259	0.5559422550939677	728669.0	234.0	0.03749509	0.00012209009690718447	25.0
BAI2	4758	0.3333333333333333	0.0	0.0	0.6666666666666666	0.0	1.0	0.0	0.0	1.0	0.0	1.3333333333333333	1.3333333333333333	1.0	1.0	0.18264840182648398	0.4931858037812906	1169755.0	173.0	0.03584472	8.167998013687208e-07	3.0
BARHL2	1164	0.4	0.0	0.0	0.6	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6020469596628537	0.9075375259669825	82474.08	897.0	-0.004452729	0.0	1.0
BATF3	384	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.7067137809187279	0.9520350043075624	399828.8	364.0	0.03001631	3.2591123740955534e-06	19.0
BCAN	2736	0.4	0.0	0.0	0.6	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6060606060606061	0.9095607805530236	1851672.0	180.0	0.03666845	0.00024367720298562509	13.0
BCAR3	2478	0.6666666666666666	0.0	0.0	0.3333333333333333	0.0	1.0	0.0	0.0	1.0	0.0	0.3333333333333333	0.3333333333333333	1.0	1.0	0.4537205081669691	0.8122839797144592	595694.6	173.0	0.009017685	4.153404341696582e-06	11.0
BCL10	702	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.2881844380403458	0.646730430535668	348743.5	384.0	0.002841418	0.0003020944081945401	52.0
BCL2L15	492	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	335230.6	545.0	0.01264193	7.56997636119202e-07	3.0
BCL9	4281	0.0	0.2	0.0	0.6	0.0	1.0	0.2	0.0	0.8277293767706428	0.0	3.0	5.0	0.11004732034774953	1.0	0.8389261744966443	0.9862689334254682	643544.4805385728	450.4027004060051	0.019367322395976348	5.969847888224832e-06	6.0
BEST4	1422	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.8156606851549756	0.9818571268466718	574317.2	191.0	0.04295278	0.0	1.0
BMP8B	1209	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	975798.5	388.0	0.03857199	2.3084401076855454e-06	5.0
BRDT	2856	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	3.0	1.0	1.0	0.6968641114982579	0.9485469332484908	311661.9	242.0	0.009175858	4.597812851958788e-08	3.0
BROX	1236	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.06528693608408957	0.24345259010788114	221958.7	236.0	-0.001250307	1.2441705366854264e-06	7.0
BSDC1	1344	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6535947712418301	0.9315475394799636	1529661.0	216.0	0.04070793	0.000104239439588593	3.0
BTBD8	1137	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.2610966057441253	0.6117140478309542	220070.5	406.0	-0.006138818000000001	1.5207478487592262e-07	2.0
BTF3L4	477	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	658095.2	315.0	0.01773163	3.2501842151579733e-05	24.0
C1QC	738	0.8	0.0	0.0	0.2	0.0	1.0	0.0	0.0	1.0	0.0	0.2	0.2	1.0	1.0	0.99601593625498	0.9999920530573082	389456.4	541.0	0.02857333	0.0	2.0
C1orf101	2856	0.5	0.5	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.5	0.16129032258064516	1.0	1.0	1.0	716277.7	590.0	0.0006941447	0.0	0.0
C1orf110	909	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.35739814152966404	0.7251268321098245	334194.8	540.0	-0.006822712	0.0	1.0
C1orf112	2562	0.3333333333333333	0.0	0.0	0.6666666666666666	0.0	1.0	0.0	0.0	1.0	0.0	1.3333333333333333	1.3333333333333333	1.0	1.0	0.434593654932638	0.7967595875937543	212979.8	614.0	0.007667251999999999	1.4515005059870755e-05	7.0
CCDC181	1530	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.10361620557455184	0.3385205198347319	286300.2	491.0	0.007203025	0.0	1.0
C1orf115	429	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	447403.4	520.0	-0.01108549	0.0	1.0
C1orf116	1806	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.45829514207149397	0.8158762087125935	451418.3	155.0	0.02517189	5.382239026501956e-07	3.0
C1orf127	2472	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6101281269066504	0.9115840755104896	702484.1	307.0	0.03305037	0.0	0.0
C1orf131	882	0.0	0.5	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	0.20267531414673687	1.0	0.8278145695364238	0.984243459861443	383865.9	603.0	0.01382773	0.0	1.0
C1orf167	4422	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.40749796251018733	0.7733167670288181	643544.4805385728	450.4027004060051	0.019367322395976348	0.0	0.0
C1orf168	2187	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.2677376171352075	0.6205482780682143	39469.81	514.0	-0.006068864	0.0	0.0
C1orf174	732	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.5793801642856949	0.0	3.0	3.0	1.0	1.0	0.5885815185403178	0.9005531740375485	248975.3	412.0	0.02028935	2.4449924518719226e-05	9.0
C1orf177	1257	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	521960.7	249.0	0.02489867	0.0	0.0
C1orf204	708	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.05628729032984352	1.0	1.0	1.0	643544.4805385728	450.4027004060051	0.019367322395976348	0.0	0.0
C1orf21	366	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.13517166801838335	0.4056785203312059	258985.4	642.0	-0.00680807	6.3235872629353925e-06	5.0
