,gene,score
373,FAM135B,0.107977733
374,CNTN6,0.107910936
375,PNMA1,0.107862952
376,FBXL7,0.107842914
377,GRIN2B,0.107807135
378,UNC13A,0.107766088
379,ANO3,0.107730699
380,NIM1,0.107717244
381,ADCY8,0.107561805
382,FUZ,0.107474522
383,AFF3,0.107368154
384,KCTD8,0.106973442
385,PTPRK,0.106923322
386,DKK2,0.106866126
387,SCD5,0.106836962
388,MAN1A1,0.106805389
389,LYN,0.106804312
390,HECW1,0.106759602
391,SLC24A3,0.106672242
392,RABGAP1L,0.106613858
393,CTNNA1,0.106577255
394,RYR3,0.106515767
395,DGKZ,0.106474271
396,KIF3C,0.106423668
397,CHRFAM7A,0.106380636
398,SHISA9,0.106321846
399,KLHL1,0.106316103
400,KIF1B,0.106291264
401,TYMS,0.10618092
402,ANKRD30A,0.106098207
403,ZER1,0.106091105
404,LDB2,0.105758034
405,ERBB2,0.10536287
406,PGS1,0.105303203
407,NTRK1,0.105255418
408,NAPB,0.105245594
409,BANK1,0.105047823
410,MPP2,0.105019195
411,NTN1,0.105016224
412,STX1B,0.105007603
413,TUSC3,0.105000363
414,BRCA1,0.104921108
415,BMPR1B,0.104817535
416,ABI2,0.104638268
417,ABCA13,0.104561442
418,UNC79,0.10455164
419,AFF2,0.104494833
420,TLR10,0.104427042
421,CLIP3,0.104397735
422,RORA,0.104339654
423,SLC13A3,0.104055039
424,GRM1,0.104010257
425,GPR98,0.103994136
426,PDE4B,0.103984021
427,SEMA5A,0.103903939
428,CCDC178,0.103878714
429,SHBG,0.103790698
430,VPS13B,0.103761767
431,AGER,0.103645243
432,TRIM9,0.103568418
433,CASK,0.103543105
434,PDZRN4,0.103300974
435,NCK1,0.103281367
436,C1ORF74,0.1032451
437,L3MBTL4,0.103209769
438,RXFP1,0.103175598
439,SORCS2,0.103080724
440,KIAA0513,0.103070701
441,PPM1E,0.103061834
442,TRDN,0.103050108
443,ADAM12,0.103002623
444,GABBR1,0.102992663
445,FOXP1,0.102791174
446,UNC5C,0.102757357
447,MET,0.102662678
448,GPR35,0.102554221
449,ST6GALNAC3,0.10255026
450,PPP1R16B,0.102525293
451,CLUH,0.102445257
452,PRKACB,0.102384354
453,CHMP2A,0.102376385
454,NLGN4X,0.102315045
455,PPM1L,0.102253572
456,TRIO,0.102211186
457,PAK7,0.102153354
458,PLD5,0.102025357
459,LRP2,0.102004479
460,TSPYL4,0.101907286
461,SCNN1B,0.101860091
462,XIRP2,0.101780982
463,SNTA1,0.101769021
464,CUBN,0.101752393
465,ATP2B2,0.101729146
466,PLCB4,0.101703964
467,SMYD3,0.101587121
468,SPHK1,0.101579485
469,KRT18,0.101562185
470,GABARAP,0.101503625
471,SLC2A5,0.101272427
472,DNAJC18,0.101189709
473,GDI1,0.10118926
474,PDE1A,0.101179789
475,MED13L,0.101132132
476,PTPRN,0.101112853
477,ADARB2,0.101111304
478,ZBTB20,0.101093103
479,HSPA5,0.101080568
480,NOL4,0.101003417
481,UNC13D,0.100963867
482,SLC9A9,0.100823156
483,TMOD2,0.100822763
484,PRKCE,0.100693028
485,MMP16,0.100557768
486,RIMBP2,0.100532777
487,PQLC2,0.100381893
488,TRPC6,0.100244759
489,FBN2,0.100207468
490,PDE10A,0.100168694
491,SYNE1,0.100163641
492,PNMA2,0.100136289
493,GPR88,0.10006794
494,CCDC39,0.099986648
495,RAPGEF4,0.099970692
496,TRAPPC9,0.099908346
497,BRSK2,0.099850693
498,M6PR,0.099810841
499,SLC12A8,0.099778384
500,GRIA2,0.099777944
501,NXPH1,0.099715769
502,GUCY1A2,0.099652712
503,EPHA4,0.099562221
504,SERP2,0.099504775
505,NAV2,0.099476201
506,RILP,0.099413877
507,OXR1,0.099323485
508,MMP26,0.099284616
509,EPHA7,0.099270434
510,ITPR2,0.099225018
511,SLC14A2,0.099210876
512,TSPAN8,0.099151898
513,ELAVL1,0.099138533
514,PDZD4,0.099063271
515,PDGFD,0.099023807
516,SLC4A10,0.099002199
517,DCLK1,0.098917536
518,MAST1,0.098847978
519,CREB5,0.098765592
520,NYAP1,0.09874955
521,MYO5B,0.098724217
522,IGSF1,0.098668293
523,SLCO5A1,0.098624415
524,SLC25A21,0.098624205
525,JPH3,0.098622589
526,NLGN3,0.098523956
527,CACNB2,0.098504962
528,NOVA1,0.098403291
529,SYN1,0.098393119
530,CHODL,0.098183939
531,REEP2,0.098122378
532,ARNT2,0.098103802
533,ANKFN1,0.09804099
534,SLC22A17,0.097877154
535,C8ORF46,0.097722733
536,ULK1,0.097683528
537,ATN1,0.097673769
538,WASF3,0.097595673
539,AP3B2,0.097538028
540,LHFP,0.097451703
541,ADAM11,0.097421885
542,CCDC102B,0.097400665
543,HBG2,0.097288539
544,ZNF536,0.097255665
545,CALM3,0.097248667
546,SRPK2,0.097242416
547,TGFBR1,0.097216278
548,NTNG1,0.097215696
549,B4GALNT1,0.097190057
550,FIP1L1,0.09715953
551,CASKIN1,0.0971481
552,SP1,0.097086439
553,CNTNAP1,0.096948817
554,ADAM22,0.096946498
555,DPM1,0.096925237
556,ELK1,0.096914644
557,HIST1H3J,0.096768804
558,NOS1,0.096725054
559,ANO4,0.096715271
560,MAGI3,0.096688509
561,THRA,0.096674836
562,FXYD6,0.096660346
563,GHR,0.096559111
564,TPO,0.09652263
565,SRGAP3,0.096482806
566,GRIK1,0.096393198
567,LARGE,0.096361256
568,IGSF3,0.096342399
569,LMNA,0.096319989
570,GABRA2,0.096278136
571,LPP,0.096224752
572,HTR2C,0.096182278
573,TIAM1,0.095964994
574,ENOX1,0.095943638
575,MAPT,0.095893223
576,SOGA3,0.095887444
577,NDST4,0.095822879
578,PPP3CA,0.09580924
579,KIF26B,0.095742062
580,GABRB1,0.095737842
581,TLL1,0.095648925
582,AGMO,0.095646097
583,SLC35F1,0.095631091
584,SAMD12,0.095619321
585,PARD3,0.095575425
586,ACVR2B,0.095546328
587,ARHGAP6,0.095514114
588,SMAD4,0.095420083
589,THSD7A,0.095395643
590,LRRTM2,0.095387418
591,CCBE1,0.095355551
592,PKP4,0.095310567
593,MTSS1L,0.09529993
594,NF1,0.0952963
595,LRBA,0.095161924
596,CPE,0.095160027
597,KCTD16,0.095149491
598,FAM189A1,0.095129817
599,GRIK3,0.095081409
600,MYLK,0.095049096
601,CRB1,0.095030621
602,KRAS,0.095025783
603,DNAH5,0.094903601
604,RTN3,0.094894177
605,PCDH7,0.094889362
606,SCNN1D,0.094872759
607,ACVR2A,0.094853285
608,KCNAB1,0.094793248
609,GABRB2,0.094764768
610,PRKAR1B,0.094696986
611,PRRT2,0.094691465
612,PHACTR3,0.094664566
613,NOTCH2,0.094652634
614,SMAD9,0.094558034
615,INADL,0.094531918
616,ZPLD1,0.094512423
617,ATAT1,0.094482426
618,PROS1,0.094479463
619,FAM19A5,0.094455796
620,SOX6,0.094444745
621,DENND5A,0.094399303
622,BMPER,0.094353218
623,GPR179,0.094348801
624,PHYHIPL,0.094284658
625,SETBP1,0.094277726
626,AKAP6,0.094158418
627,DOCK4,0.094067093
628,CRMP1,0.094052679
629,RUFY3,0.094009574
630,SCNN1G,0.094005485
631,KCNMB2,0.093994946
632,FLNA,0.093835313
633,FBXL16,0.093785737
634,RAB6B,0.09368773
635,MCC,0.093680902
636,STK32B,0.09365557
637,TEX11,0.093470789
638,CELF4,0.093390173
639,CHRM2,0.093356017
640,GPR173,0.093328577
641,MEOX2,0.093317995
642,BCAS3,0.09331731
643,KCNIP1,0.093302831
644,COL21A1,0.093267666
645,RDX,0.09324978
646,PLCXD3,0.093196658
647,NEBL,0.093194465
648,LRRC15,0.093128372
649,NSF,0.0930882
650,PIANP,0.093084306
651,TTN,0.093056241
652,IMPG1,0.092955863
653,GALNT10,0.092915551
654,PTCH1,0.092783602
655,DNAH9,0.092751901
656,AGAP1,0.09274476
657,MED24,0.092741431
658,UTRN,0.092720892
659,KAZN,0.092701635
660,GRIK4,0.092670699
661,FRAS1,0.092617054
662,RAB27A,0.09253079
663,SEMA3A,0.092519754
664,GABBR2,0.092494371
665,CDKAL1,0.092485935
666,ITPR1,0.092478491
667,PTPRG,0.092438859
668,TSPAN7,0.092434869
669,SCN2A,0.092430335
670,TOX3,0.092389556
671,MYO3B,0.092232383
672,CETN2,0.092122032
673,RP1L1,0.092068257
674,NAV3,0.09195655
675,NRGN,0.091947268
676,SNED1,0.091932871
677,CADPS,0.091925595
678,ATP1B2,0.091898579
679,FEZ1,0.091896178
680,TRPC5,0.091878534
681,MCF2L2,0.091874753
682,GMDS,0.091865841
683,CNTNAP4,0.091845916
684,BRSK1,0.091838801
685,HMCN1,0.09179833
686,SPTAN1,0.091790189
687,AMPH,0.091760625
688,MAST4,0.091720371
689,RAD51B,0.091674446
690,ALG5,0.091610906
691,RARB,0.091532701
692,CAMK4,0.091524876
693,ZFHX4,0.09147429
694,ADAMTSL3,0.091474217
695,ADAMTS12,0.091325926
696,PCDH11X,0.091324432
697,KCNH8,0.091320105
698,SEMA3D,0.091289336
699,ROR2,0.09127977
700,APBA1,0.091211484
701,LIN7A,0.09119469
702,GABRA3,0.091039687
703,RBFOX3,0.091037998
704,EP300,0.090988598
705,COL22A1,0.090964745
706,SCNN1A,0.090912157
707,JUN,0.090907866
708,CWC27,0.090897209
709,EZR,0.090883583
710,SEMA3E,0.090853519
711,PCSK2,0.090849646
712,SPTBN4,0.090845372
713,SRC,0.090832059
714,GPRC5B,0.090784749
715,MAP2K1,0.090776055
716,TRPC4,0.090774988
717,LRRC4B,0.090699826
718,SPARCL1,0.090614898
719,ROBO3,0.090606639
720,NDRG2,0.090520366
721,TCEAL2,0.090517455
722,MYO3A,0.090488173
723,ADAMTS19,0.090442787
724,NRCAM,0.090406294
725,GABRG2,0.09039676
726,USP11,0.090324157
727,COL25A1,0.09032086
728,NPSR1,0.090305499
729,DNAH14,0.090303761
730,UBQLN2,0.090301908
731,NLGN2,0.090298433
732,SATB1,0.090291005
733,PPM1B,0.090287063
734,PKHD1,0.090223151
735,DRP2,0.090203857
736,GPHN,0.090203498
737,PBX1,0.090159632
738,RIPK4,0.090119404
739,SNAP25,0.090081883
740,CALM2,0.090051106
741,MAML3,0.090041143
742,IL1RAP,0.090018971
743,CADM1,0.090008063
744,ZNF385B,0.090005565
745,DROSHA,0.090001673
746,FLRT2,0.089976426
747,C16ORF45,0.089951445
748,CAND1,0.089906659
749,DNAH7,0.089901269
750,CREBBP,0.089899591
751,LRRIQ3,0.089883174
752,NEMF,0.089847596
753,NTRK2,0.089840985
754,COL11A1,0.089812413
755,SMAD1,0.089801144
756,ARMC4,0.08978124
757,CNKSR2,0.089772429
758,ZEB1,0.089771044
759,EYA4,0.08976917
760,TMEM232,0.089736549
761,DSCAML1,0.089723073
762,EDA,0.089716481
763,VAV3,0.089710524
764,ZBBX,0.089681623
765,CEP128,0.089680099
766,TP63,0.089673247
767,NRAS,0.089650844
768,BAG3,0.08962509
769,CERKL,0.089620729
770,CAMK2D,0.089620077
771,SLC30A8,0.089512865
772,TMEM178B,0.089501462
773,ROR1,0.089496706
774,NSUN6,0.089481111
775,ULK4,0.089458921
776,TOX,0.089379195
777,ZDHHC17,0.089358024
778,GPR162,0.089290378
779,ELK3,0.08927612
780,PAX6,0.089270224
781,BNC2,0.089230676
782,SLC35B2,0.089192896
783,KCNJ10,0.089189237
784,NCALD,0.089179027
785,RANBP17,0.089169088
786,SLIT1,0.089128062
787,NAP1L5,0.089105786
788,SCRIB,0.089104053
789,SMARCA4,0.089080349
790,JAKMIP1,0.089020113
791,PTPRS,0.08895226
792,LPPR1,0.088937844
793,SHROOM3,0.088914099
794,TRPS1,0.088911441
795,AARS,0.088896315
796,NOP2,0.088874861
797,TP53,0.08883679
798,DPYSL2,0.088830096
799,CKMT1A,0.088828699
800,UNC5B,0.088817681
801,ALDOC,0.088771884
802,NKX6-1,0.088746523
803,OCA2,0.088745319
804,YWHAG,0.088722013
805,THRB,0.088689845
806,KLHL32,0.08867699
807,WDFY4,0.088652234
808,COL4A5,0.088648924
809,SLAIN1,0.088641702
810,ITGA8,0.088636444
811,PTGER3,0.088604576
812,GMPS,0.088597908
813,TPTE,0.088578491
814,KCNJ6,0.088567984
815,F11R,0.088534768
816,ADAMTS2,0.088531277
817,CPS1,0.088525048
818,TTBK1,0.08850235
819,RFTN2,0.088494997
820,MPP5,0.088482001
821,POU6F1,0.088458452
822,CPQ,0.088385319
823,EXOC6B,0.088377094
824,HDAC1,0.088359444
825,BAI2,0.088298206
826,RPH3A,0.088270099
827,LRRIQ1,0.088243468
828,SCN8A,0.088241993
829,ADAMTS3,0.088229815
830,PDE11A,0.08818044
831,NOX4,0.088138323
832,PPP1R9A,0.088051932
833,RPA1,0.088049957
834,MX1,0.088020776
835,AKT3,0.088001247
836,KLF6,0.087964841
837,KIAA0825,0.087948448
838,VAT1L,0.087905774
839,MYO18B,0.087897446
840,PTP4A1,0.08788858
841,ERG,0.087848769
842,TTC28,0.087837323
843,COL24A1,0.08778811
844,NREP,0.087778933
845,SHISA6,0.087772103
846,RHOA,0.087755286
847,IGF1R,0.087740664
848,TMEM108,0.087722541
849,FHL2,0.087691652
850,PDZD2,0.087645863
851,ITGBL1,0.087593112
852,MRPS22,0.08756037
853,ELK4,0.087541395
854,CD36,0.087504605
855,PALLD,0.087500984
856,EYA2,0.087495565
857,CSNK1E,0.087477909
858,KLC1,0.08738381
859,YWHAB,0.08737802
860,DNM1,0.087366056
861,MST1R,0.087327291
862,DES,0.087323949
863,COPS5,0.087272099
864,BBS9,0.087240689
865,MBNL3,0.087230305
866,ETV6,0.087228288
867,RAC1,0.087102408
868,ST18,0.087018716
869,ADK,0.087014545
870,PKP3,0.087012628
871,COL19A1,0.087009881
872,NYAP2,0.087002619
873,MPP4,0.086882225
874,ZNF423,0.08686851
875,PPM1A,0.086841048
876,CPXM2,0.086815454
877,3-Sep,0.086806417
878,PRKD1,0.086804187
879,VSIG4,0.086767963
880,CRX,0.08676788
881,NEDD4,0.08675846
882,HRAS,0.08674745
883,SYN3,0.086729266
884,CAMK2A,0.086727182
885,ELAVL2,0.086716248
886,NFIB,0.086716097
887,NFIA,0.086694438
888,KIF6,0.086652547
889,PCDHGC3,0.086612391
890,CFTR,0.086610382
891,EGFLAM,0.086605621
892,NSUN3,0.086583165
893,PRR16,0.086554291
894,RPE,0.086543308
895,PTGFR,0.086513631
896,PCCA,0.086500923
897,GLI2,0.086498785
898,SUPT3H,0.086427816
899,GRIP1,0.086424731
900,SMOC1,0.086403391
901,PLCL2,0.086364409
902,CELF2,0.086336662
903,CNTN3,0.086314722
904,FLNC,0.086299272
905,IGLL5,0.086279825
906,BTBD11,0.086268492
907,PAK3,0.086265302
908,ZFYVE20,0.086262694
909,TTC29,0.086249613
910,ACVRL1,0.086235295
911,UBE2E2,0.086212446
912,LUM,0.086208008
913,ADAMTSL1,0.086184014
914,OLAH,0.086180527
915,FAM219A,0.086138873
916,BCL2,0.086120517
917,DPYSL4,0.086089412
918,MTFMT,0.086052814
919,PPM1G,0.086015911
920,SYT16,0.085995999
921,BACH2,0.085969826
922,GYPB,0.085937633
923,GALNTL5,0.08592549
924,FUT9,0.085921142
925,IL1RL1,0.085920744
926,GNB1,0.085910388
927,FKBP5,0.085895389
928,PEX5L,0.085862458
929,SGCG,0.085829236
930,BCAN,0.08582533
931,PLCD4,0.085804919
932,KIT,0.085804677
933,DIAPH3,0.085803253
934,ACOXL,0.085799677
935,FBXL17,0.085719041
936,PCBP3,0.085671513
937,ACSS3,0.085668596
938,ACTB,0.085626331
939,CABP5,0.085622415
940,PHLPP1,0.085602914
941,ITGB3,0.085593354
942,TMEM117,0.085587823
943,OPHN1,0.085571937
944,ZNF521,0.085549293
945,ARHGAP24,0.085543768
946,SLC1A3,0.085514436
947,SCN2B,0.085512291
948,HHIP,0.085493027
949,SPATA16,0.085479089
950,TPRG1,0.08545213
951,FSHR,0.085445226
952,SHC3,0.085429742
953,IGSF21,0.085423268
954,MCTP2,0.085406253
955,ZFHX3,0.085399604
956,SNRPN,0.085378567
957,NRP1,0.085356304
958,DST,0.085350889
959,MBD5,0.085346368
960,RAF1,0.085283383
961,PTPRZ1,0.085280913
962,RAPGEF1,0.085264544
963,LRRC6,0.085260144
964,SELENBP1,0.085231171
965,CTBP2,0.085211467
966,SLITRK2,0.085199519
967,RUNX1T1,0.085185133
968,CPED1,0.085132017
969,SALL2,0.085110282
970,HTRA4,0.085095607
971,BEND6,0.085072274
972,STAG2,0.085050589
973,IDS,0.085049282
974,HTR3A,0.085048355
975,ATP8A1,0.085045824
976,HOMER1,0.085014795
977,ACVR1C,0.085001853
978,PCDH8,0.084961869
979,FAM19A4,0.084939583
980,HMGCLL1,0.084929003
981,HSF2BP,0.084917791
982,GRIN1,0.084917757
983,KLF7,0.084907541
984,EMD,0.084903954
985,LIMCH1,0.084897639
986,RASSF2,0.084896666
987,SYT6,0.084865524
988,DYNC1I1,0.084862365
989,EGLN3,0.084852218
990,COL23A1,0.084818084
991,SGTB,0.084813517
992,CDH2,0.084759746
993,IHH,0.084758395
994,TFEC,0.084747696
995,CCDC171,0.0847444
996,SMAD3,0.084737375
997,CEP112,0.084727779
998,NXF1,0.084727759
999,CDH11,0.084695196
1000,FAF1,0.084684932
1001,NUP153,0.084670316
1002,PSD3,0.084645104
1003,ZNF98,0.084634317
1004,GSK3B,0.084567745
1005,FARS2,0.084559454
1006,TMTC2,0.084549689
1007,HHAT,0.084541429
