gene,score
GOLGB1,-7.038240737000001
GOLT1A,-0.470571766
GOLT1B,9.608386203
GOPC,10.46284552
GORAB,1.4123329869999999
GORASP2,10.86286528
GOSR1,-4.155930842
GP1BA,-10.99205174
GP5,-8.380081447
GP6,-10.56627721
GPAA1,-10.17793316
GPATCH1,-12.16203074
GPATCH11,6.756079601000001
GPATCH3,-8.888705086
GPATCH4,-4.965112158
GPATCH8,-13.04346986
GPBP1,4.201662552
GPBP1L1,-8.842388672
GPC1,-9.868556759
GPC2,-9.33947063
GPC5,14.74294101
GPD2,-4.967426303
GPHA2,-2.314380614
GPHN,-13.315559400000001
GPIHBP1,-2.612291794
GPLD1,-12.93488362
GPM6B,-6.14468544
GPR101,-7.965668976
GPR107,-8.949295687000001
GPR12,-3.516871389
GPR132,-5.057087431
GPR142,-7.249876766
GPR143,-6.536464802999999
GPR149,6.869196666000001
GPR150,-7.1005382070000005
GPR151,-6.346442852000001
GPR156,-13.61597207
GPR157,-5.615740726
GPR17,26.06484154
GPR180,-0.015536065
GPR183,-6.424542722999999
GPR20,10.15760707
GPR21,-6.212947305
GPR22,23.8090537
GPR26,5.679372967999999
GPR3,2.275344954
GPR31,-5.413969391
GPR34,-6.761092842
GPR45,7.7224013
GPR6,1.1417742020000001
GPR68,-6.155464209
GPR75,64.74692946
GPR78,-5.5994692210000006
GPR83,-3.021486996
GPR85,7.61813359
GPR87,-1.8465244440000002
GPR89B,-8.320584492
GPRASP1,7.128054565
GPRC5B,-2.5516101819999997
GPRC5C,-0.38499515700000003
GPRC5D,-3.7843113010000002
GPRIN1,-16.24231905
GPRIN2,-5.743714327
GPSM1,-7.6982094210000005
GPX2,-2.534070784
GPX7,-2.230283375
GPX8,-3.1872605760000003
GRAP,-1.8530019219999998
GRAP2,-0.990052927
GRB7,-4.606905378
GRHL1,-7.205640537000001
GRHL2,17.75043381
GRIA4,-4.937197471
GRIK5,-10.49494576
GRIN2A,-19.70310003
GRIN2B,6.5033669089999995
GRIN2D,-13.33193799
GRINA,-6.140559643
GRIP1,46.69357508
GRK5,-10.24252377
GRM3,67.818269
GRM5,30.56806418
GRM6,0.134631862
GRP,2.321893502
GRPEL1,-0.9035690590000001
GRSF1,41.71217878
GRTP1,8.318043272
GRWD1,7.398553483
GRXCR1,-2.811164942
GSC,-3.8780351110000004
GSDMC,64.86587739
GSK3A,1.754206819
GSPT1,-10.28612813
GSTA2,0.18522216600000002
GSTA3,26.27600411
GSTA4,-4.156676731
GSTCD,-10.22259907
GSTM3,-4.356511716
GTDC1,-9.110331387999999
GTF2A2,4.502882426
GTF2B,-5.406924198
GTF2H4,-0.37307551200000005
GTF3C2,15.13931854
GTF3C3,-5.895935139
GTF3C4,-12.06734252
GTF3C5,-1.519391276
GTPBP4,-3.6188747039999996
GTSE1,-3.664563662
GTSF1,4.11892565
GTSF1L,-0.646908214
GUCY2D,-17.92080652
GUF1,-4.474915598
GYG1,-5.740432465
GYPC,5.515148545
GYS1,-13.5084657
GZMA,13.08209013
GZMK,1.382725151
GZMM,-3.923455084
H1FNT,-2.7906446660000004
H2AFY,-6.160904785
H3F3A,15.46193956
H3F3B,22.20304048
H3F3C,-1.129280839
H6PD,-12.33684006
HABP2,7.0631045320000005
HACE1,23.94662965
HAND1,-3.132850978
HAND2,-3.8565474139999996
HAP1,-9.478731376
HAPLN1,7.028803342000001
HAPLN2,-4.570368451
HAPLN3,-7.193976481
HARBI1,2.125775393
HAS1,9.78452636
HAT1,0.68726431
HAUS1,-5.2506084180000006
HAUS4,-6.820810718
HAUS5,-6.723775721
HAUS6,0.881281687
HAUS7,0.9808232020000001
HAX1,-4.958351184
HBA1,-2.45421964
HBP1,1.3784104
HBQ1,3.876063167
HBS1L,-5.402577806
HCAR2,19.78738979
HCAR3,1.203262907
HCCS,-4.431432167
HCFC1R1,5.177613023999999
HCK,-4.812161906
HCN1,26.8932343
HCN3,21.57476703
HCN4,-7.703365141
HCRTR1,-6.334287626
HCST,2.299332
HDAC10,12.88061702
HDAC4,-14.03301093
HDAC6,-10.81757532
HDAC7,-13.19771614
HDDC3,-2.079104344
HDGF,-1.6302309780000002
HDLBP,-4.568837969
HEATR5B,-28.97643998
HEATR6,-9.683560576
HEBP2,-3.440340912
HECTD1,67.33033006
HELB,1.802170948
HELQ,53.16208313
HELZ2,6.47066103
HEMGN,-5.838378998
HEMK1,-6.328073922000001
HEPACAM2,-6.189937164
HERPUD1,-4.7343410089999995
HES2,-1.533843356
HES4,-4.282862334
HEXB,-9.793974059
HEY1,3.8395721189999996
HGF,5.899539978
HGS,-13.37576105
HHAT,-6.640721697999999
HHATL,2.961634623
HHEX,-3.68699699
HHIPL2,-4.59911863
HHLA2,5.920361679
HIBADH,1.597510692
HIC1,-9.454525853
HIC2,1.2835902129999999
HIF1A,-5.836804244
HILPDA,-1.164774357
HIP1,-18.54102449
HIP1R,-4.411187199
HIPK1,-13.77369537
HIST1H1A,-2.508928317
HIST1H1B,12.13138407
HIST1H1D,4.189812113
HIST1H1T,-2.9291374589999997
HIST1H2AE,4.614741542
HIST1H2AI,12.56259351
HIST1H2AK,5.762253301
HIST1H2AL,4.7701019780000005
HIST1H2AM,6.392085801
HIST1H2BA,-0.7185498509999999
HIST1H2BD,0.007894624
HIST1H2BE,-1.25862708
HIST1H2BF,-0.24890987899999997
HIST1H2BM,-2.216508015
HIST1H3A,-2.336398734
HIST1H3B,0.20439620600000002
HIST1H3D,-1.038648249
HIST1H4D,15.76268244
HIST1H4G,2.0361716359999997
HIST1H4I,5.346795956
HIST1H4J,1.5975847140000001
HIST1H4K,13.00675698
HIST1H4L,-0.024866952
HIST2H2AB,-2.098828141
HIST2H2AC,23.10086091
HIST2H2BF,1.7861169140000002
HIST3H2BB,-1.9722983090000001
HLA-A,6.6963375560000005
HLA-C,-3.491504655
HLA-DPB1,-4.459469302
HLA-DQA2,-4.385796893
HLA-DQB1,-4.010200206
HLA-DRA,-3.32250755
HLA-G,0.7864449579999999
HLF,-3.732119243
HMBS,0.476584955
HMGA1,-2.171618139
HMGA2,-3.669603504
HMGB2,-3.9792361489999997
HMGB4,-3.4103971489999996
HMGCR,-7.124262095
HMGCS2,12.16112531
HMGN4,1.1953594159999998
HMMR,5.255968222
HMOX1,7.6117701779999996
HMOX2,-2.608441266
HMX2,-3.619152685
HNF1A,-0.34224604299999994
HNRNPA2B1,17.30301543
HNRNPCL1,-4.302067278
HNRNPD,7.9092818
HNRNPH3,29.22219202
HNRNPK,31.22762721
HNRNPL,-4.810649418
HNRNPUL1,15.06233324
HOGA1,1.952924127
HOOK2,9.428989495
HOOK3,1.385838387
HOPX,-1.222589284
HOXA11,-4.967820233
HOXA13,-4.347986262
HOXA3,-2.658856665
HOXA9,-3.1330935789999996
HOXB3,-0.543309057
HOXB4,-4.351333877
HOXC10,1.958884361
HOXC11,-2.62198039
HOXC13,-3.952187873
HOXC5,-3.692586784
HOXD11,-5.504249862999999
HOXD13,-1.056940217
HOXD4,-2.148330041
HOXD9,-5.097252102
HP,0.308480742
HP1BP3,-1.3601695809999998
HPCA,-3.32380128
HPCAL4,-3.61003564
HPRT1,-0.082360109
HRAS,-1.8310766630000002
HRASLS2,-2.8449872430000003
HRC,-12.44583718
HRH2,-6.50483754
HRH3,-7.141787728
HRH4,0.36449361799999996
HS1BP3,1.281647512
HS2ST1,-6.6205522420000005
HS3ST2,-2.960635303
HS3ST4,14.01704306
HS3ST5,6.0205916010000005
HSBP1,0.130840209
HSD11B1,-4.785312555
HSD17B14,-4.3159376510000005
HSD3B2,-4.626769154
HSDL1,-3.75221417
HSF2BP,-4.468455237
HSF4,-7.865767588
HSF5,15.26903591
HSP90AA1,-2.6203636230000003
HSP90B1,-6.993948969
HSPA13,-2.243507732
HSPA4,-3.859428477
HSPA6,-3.1323317289999997
HSPA8,13.35580132
HSPB3,-2.6259139019999997
HSPB8,0.7833698440000001
HTATSF1,-11.95754882
HTN1,9.078263516
HTR1E,-2.9195317660000004
HTR1F,2.857466281
HTR2B,-8.044906527
HTR2C,-4.946414237
HTR3A,-6.837434158
HTR3D,-1.708954205
HTR6,-7.030400897000001
HTRA2,-7.451248873
HTRA3,-5.821319582999999
HTRA4,-7.230123688
HUNK,-2.9875266760000003
HYAL2,-8.210498506
HYI,6.4508464960000005
HYLS1,-4.170374442
HYOU1,-3.722272067
IARS2,-2.240013556
IBA57,-4.304331446
ICA1L,-1.624859894
ICAM2,-3.7689416710000003
ICAM5,-14.51607522
ICK,-11.417589900000001
ID3,88.284522
IDH1,0.09208850199999999
IDH2,7.397979766000001
IDH3B,-6.787132212
IDI2,10.67970618
IER3IP1,-1.394807546
IFI16,15.11029219
IFI27L2,-1.223870615
IFI6,-1.5981141490000002
IFIH1,-8.469198374
IFIT2,-3.8216492539999996
IFIT3,-1.164176058
IFIT5,-7.48292072
IFITM1,1.631702514
IFITM2,-2.2321341830000003
IFITM3,-0.6272487760000001
IFNA17,-3.363574101
IFNE,54.20865436
IFNG,-2.934202687
IFNL1,-3.28006212
IFNL2,-2.487872868
IFNL3,0.130682739
IFT43,-4.52131417
IFT46,-6.814291022999999
IFT57,-7.847821552
IGBP1,-4.807913773
IGDCC3,-10.33215047
IGF1,4.935371803
IGF1R,16.99705372
IGF2,-2.824512248
IGF2BP2,-9.028814297
IGF2R,-41.11726618
IGFBP2,1.805003009
IGFL1,-1.96469715
IGFL3,-0.578218264
IGFN1,-36.56840203
IGHMBP2,-7.643234067000001
IGIP,-0.973072675
IGLL1,-2.277176467
IGLON5,-4.542098815
IGSF1,-19.21047459
IGSF10,-0.41578094200000004
IGSF22,-7.59976655
IGSF3,-8.225816351
IGSF5,43.39686169
IGSF8,-7.2688332529999995
IGSF9,-18.31421227
IK,-5.94971443
IKBIP,-11.26849547
IKBKB,-0.66548893
IKBKG,-9.079245942
IKZF1,-11.32843801
IKZF2,1.250131911
IKZF5,1.081622843
IL10RA,0.38958536
IL12A,-4.47993259
IL12RB1,-12.65954639
IL13RA1,-7.181139506
IL16,26.45938261
IL17RB,-9.245612377999999
IL17REL,-5.388844719
IL18RAP,-8.031075112
IL1B,-4.999762797
IL1F10,-2.8081414089999996
IL1R1,0.549686703
IL1RL1,6.570993586
IL1RL2,6.540783815
IL1RN,-1.76901475
IL2,-1.618267577
IL20,-3.004700395
IL20RA,-0.906982966
IL20RB,-0.840003776
IL21R,25.34306462
IL23A,-2.695735772
IL23R,-10.59857987
IL24,-3.3241581989999998
IL26,-3.218577818
IL2RB,-6.2567271170000005
IL2RG,-6.263345118999999
IL3,-2.809756345
IL32,-4.359616045
IL33,4.388548439
IL36RN,0.68918778
IL4,3.667030276
IL5,-2.478885524
IL6ST,9.622459958
IL7,-3.3794872000000002
IL7R,13.33225614
ILF3,-10.591037
ILK,-7.337042427999999
ILVBL,-10.91761163
IMMP2L,-0.983889508
IMP3,46.62442075
IMP4,-5.103479941
IMPA2,-3.57401723
IMPACT,-3.8123977669999998
INCA1,-4.341132972
INCENP,-7.68790199
ING2,-4.098812366000001
ING5,-1.323123172
INHBC,-5.966567631
INHBE,-5.363853275
INMT,-4.577521765
INO80E,2.548843836
INPP4A,-0.310755856
INPP5B,-0.557801167
INPPL1,-4.2513273819999995
INSC,-9.934542737000001
INSIG2,-4.45676362
INSRR,34.19859578
INTS2,5.373734459
INTS3,13.24952206
INTS5,-16.46068391
INTS6,-13.45400662
INTS7,10.84293277
INTS8,-15.06838752
IP6K3,-3.395095848
IPMK,-7.211954106
IPO11,-11.588434800000002
IPO5,-15.38762433
IPO8,-12.45534875
IPO9,-11.61792419
IQCE,-11.9451079
IQCF1,3.3890640530000002
IQCF2,-2.956454327
IQCG,-6.52310591
IQGAP2,-14.54655411
IQSEC2,-4.998785255
IQSEC3,1.1500414559999999
IRAK1,-12.56844246
IRAK1BP1,-3.8470857489999997
IRAK3,-8.509674994
IRAK4,10.44962885
IRF1,15.81588015
IRF2BP2,11.34918491
IRF4,29.80084183
IRF5,-4.394802546
IRF8,-2.7475571430000003
IRGQ,-10.33265697
IRS2,-15.54515109
IRS4,-1.248810336
IRX1,8.160795203
IRX4,2.8598853710000003
IRX6,-6.666839958
ISG15,-2.900321678
ISL1,-6.158318609
ISL2,-5.35880208
ISM2,-9.284701501
ISOC2,-4.019258787
ISX,2.334630893
ITGA11,-10.79102382
ITGA2,-19.73717365
ITGA2B,-10.65116984
ITGA3,-17.5056324
ITGA6,-12.02070217
ITGA7,-18.35993364
ITGAD,-6.181724728
ITGAL,12.94197302
ITGAM,-16.94109879
ITGAV,3.960253133
ITGB1,-5.1873494739999995
ITGB3,-12.98394378
ITGB3BP,-3.9727259960000003
ITGB5,-0.202582215
ITGBL1,-5.4890160429999995
ITIH1,6.081546761
ITIH6,66.68992032
ITK,-7.046027453
ITPA,-2.8928653239999997
ITPKC,-0.46376197399999997
ITPR3,-39.1475718
ITPRIPL2,-4.907271003
IVD,-10.87755472
IVL,20.95928389
IWS1,-7.197236414
IYD,48.71068231
IZUMO2,-4.777208437
IZUMO4,2.428097128
JAG2,-2.450182233
JAGN1,2.174709193
JAK1,5.122180546
JAK2,113.89871129999999
JAK3,-17.68759176
JAKMIP3,-12.17838031
JAZF1,-3.8696300519999998
JDP2,-3.1546477530000003
JMJD1C,56.92049685
JMJD6,-0.22063534199999998
JMJD7,-5.565021351
JMJD8,5.2565634580000005
JMY,-8.619214012999999
JPH4,14.48633776
JUN,-4.539544016000001
JUNB,4.5082131489999995
JUP,-12.18222032
KAAG1,-1.448699964
KANK3,-7.867388813
KANSL1L,144.0448389
KANSL2,-6.907767947999999
KARS,-4.391203238
KAT6A,-2.847125586
KAT6B,7.734836167
KAT7,-7.249671705
KAT8,17.17622659
KATNBL1,-3.726462057
KBTBD13,-5.714530116000001
KCNA1,-6.845640174
KCNA10,8.201420581
KCNA5,-3.741290313
KCNA6,0.8831794629999999
KCNA7,-7.405237895
KCNAB1,-9.606403098
KCNC2,16.34952226
KCNC3,-11.88998964
KCND2,-6.975997379
KCND3,-5.190089536
KCNE1,-2.285140707
KCNG4,-7.348775474
KCNH6,-17.78258998
KCNIP1,2.656392517
KCNIP2,17.41419114
KCNIP4,4.03077563
KCNJ11,-3.833815488
KCNJ12,10.08533522
KCNJ4,-5.652492597
KCNJ5,-6.125258186
KCNK10,2.904909522
KCNK12,-5.9479142760000006
KCNK2,1.107519352
KCNMB1,5.134832848
KCNQ5,-15.85466065
KCNT2,15.36309363
KCNU1,42.32516783
KCNV1,2.7151012060000004
KCTD10,-1.5944729569999998
KCTD12,-5.552291874
KCTD14,0.11897276
KCTD15,-4.415651597
KCTD16,1.123068492
KCTD17,2.156554153
KCTD3,-0.38901960700000005
KDELC2,-4.704051085
KDELR1,-2.138552577
KDM2A,-16.7142414
KDM4D,-4.071942141
KDM4E,-7.1430522210000005
KDM5A,-1.658163906
KDM5B,-23.36377631
KDM5C,2.371977799
KDM6A,205.7700286
KDM6B,-20.89734976
KDM8,-8.297106605
KDR,9.51245791
KDSR,-6.151045602000001
KEAP1,19.68871027
KHDC3L,-3.763940142
KHSRP,-7.921687165
KIAA0232,-19.23861267
KIAA0319,-16.58082043
KIAA0355,-10.08760819
KIAA0391,1.119770337
KIAA0408,-7.082157836
KIAA1109,-35.99050252
KIAA1143,-3.182268534
KIAA1191,-4.890770072
KIAA1211L,-15.39516009
KIAA1257,-19.85966257
KIAA1324,13.53196317
KIAA1324L,-13.59717184
KIAA1328,-10.26048789
KIAA1549,-3.156854028
KIAA1614,-0.439833216
KIAA1841,8.615236358999999
KIAA1958,51.23136382
KIDINS220,-10.75806262
KIF11,-17.82200786
KIF18A,-11.87722599
KIF19,-6.787679656
KIF1A,78.2171811
KIF21A,37.00202242
KIF23,3.825980639
KIF24,-23.38726042
KIF2A,72.11380172
KIF2B,44.4280775
KIF5B,3.9146548180000003
KIFC3,-15.88183915
KIR3DL1,-7.373880692
KISS1,11.60483781
KIT,55.22611445
KITLG,-1.397912379
KL,-14.32555931
KLB,-7.246431715
KLC2,-4.007245913
KLF1,-4.9428537839999995
KLF10,1.3448444609999999
KLF11,-8.603839165
KLF12,-4.075679714
KLF17,-2.598999896
KLF4,6.1768356110000004
KLF5,-3.08433715
KLF6,16.24388783
KLHDC3,-6.272785992999999
KLHDC9,18.99583465
KLHL12,32.58806954
KLHL15,-10.8534954
KLHL20,4.369486159
KLHL21,2.7967699510000004
KLHL24,2.47222692
KLHL25,-1.518706718
KLHL30,-7.690462012999999
KLHL34,-6.026064006
KLHL35,-7.127314449
KLHL4,6.30801297
KLHL6,36.60713491
KLK12,-2.949145001
KLK2,-4.67156328
KLK3,-3.981677864
KLK5,-2.335031811
KLK6,-2.512732005
KLK9,-3.0874348
KLRB1,-3.727089758
KLRC1,-3.3115999069999997
KLRC4,0.931499862
KLRF1,-3.197470745
KNDC1,15.22147619
KNG1,-4.869367363
KNSTRN,-6.086676456
KPNA2,-1.026637352
KPNA3,4.181906971
KPNA5,-9.562319418
KRAS,596.4439315000001
KRBOX4,-3.217369108
KRCC1,-4.637867234
KREMEN2,-4.5023694
KRR1,-4.895536924
KRT1,-10.03782798
KRT10,23.73273809
KRT13,24.09512553
KRT16,-5.423752177999999
KRT18,-3.9676692439999997
KRT19,1.01403239
KRT2,-10.21124911
KRT222,2.9639057010000003
KRT24,-4.741021787
KRT25,-7.208340072
KRT27,-1.6617192669999998
KRT28,-1.4266057419999998
KRT33B,-3.940438082
KRT35,1.34296805
KRT36,5.877919396
KRT38,-0.237092665
KRT4,-8.053777586
KRT40,-6.509621494
KRT6A,-5.864648987000001
KRT72,-8.105679322
KRT74,5.363931214
KRT79,-5.179533043
KRT80,-8.416453887000001
KRT83,-5.959468687
KRT84,-8.466119782
KRT86,-7.502949338
KRTAP10-1,-5.190395837
KRTAP10-10,-1.56213296
KRTAP10-12,-4.308899793
KRTAP10-6,55.59708451
KRTAP10-9,-4.175630232
KRTAP11-1,0.012020693
KRTAP13-1,-2.444559952
KRTAP19-3,-1.101922756
KRTAP19-4,5.522039582000001
KRTAP19-5,-0.08226027799999999
KRTAP19-7,-0.460112112
KRTAP20-2,13.83778524
KRTAP21-2,-0.441720846
KRTAP22-1,0.23309746399999998
KRTAP26-1,-1.8927437319999998
KRTAP3-3,-1.723976102
KRTAP4-3,-2.398330265
KRTAP4-7,4.622587081
KRTAP4-9,-3.7441348
KRTAP5-3,-3.941544494
KRTAP5-6,-1.162223753
KTN1,-6.527507212000001
KXD1,-2.680035295
KYNU,16.13551915
L3HYPDH,-2.957293059
L3MBTL1,-15.05308323
L3MBTL4,1.6517810519999998
LACC1,-8.890796285
LAD1,-7.915352016
LAIR1,-0.315194076
LAIR2,9.014243639
LAMA2,45.28598846
LAMA5,-46.65965799
LAMB1,-7.469381327000001
LAMB4,-10.22602619
LAMC2,5.15735952
LAMP1,4.833914771
LAMP2,-9.165519559
LAMP5,-4.382599531
LAMTOR1,-3.002959409
LAP3,-4.048047081
LARP1,-14.20573146
LARP4B,-2.875681663
LARP6,-7.262172337000001
LARS,-13.76026607
LARS2,-3.406408874
LASP1,-1.324542514
LAT,-2.795255217
LAT2,2.28194246
LATS1,-5.169763347
LATS2,-4.025085579
LAX1,1.7029830780000001
LBR,-1.897914734
LBX2,-0.501082499
LCA5L,-11.65977237
LCE1B,-1.937415682
LCE1D,2.5202532840000003
LCE1E,-1.9033186569999998
LCK,-9.059384742999999
LCN2,-3.261164248
LCN9,-0.562862879
LCORL,-9.550136645
LCP1,1.7262179119999999
LCTL,-6.512976326
LDB1,1.3789143069999998
LDB2,-6.01655736
LDHD,-9.076476497
LDLRAD1,-3.5657132060000003
LDLRAD2,-4.8204085569999995
LDLRAD3,-5.176905172
LDLRAP1,-5.616910327
LECT2,-1.6349559230000001
LEF1,-2.112875871
LEFTY2,-6.45785124
LELP1,6.350875202999999
LEMD2,-7.677276196
LEMD3,-6.146542607000001
LENG1,-4.15110497
LENG8,-11.80943086
LEO1,-2.3544375580000003
LEP,-2.861522833
LEPROTL1,-3.0057447539999997
LETM1,-11.5339744
LGALS1,-2.4215078269999997
LGALS12,14.99704086
LGALS2,-2.4777393080000003
LGALS3,-4.426702801
LGALS3BP,-8.211678673
LGALS4,-5.626022634
LGALS7B,-1.7995386780000002
LGALS9B,-6.431881275
LGALSL,-1.250632233
LGI2,-8.734542697
LGI3,-1.910862105
LGR4,-12.89795876
LHB,-2.5218668369999997
LHX2,-4.787066493
LHX3,-7.363291703
LHX4,2.422787772
LHX5,-7.201696995
LHX8,5.142569825
LIAS,0.697740033
LIF,-3.5850019260000003
LIFR,2.254409564
LIG3,-17.2177425
LIG4,5.858575362000001
LILRA4,7.5239339
LILRB1,-8.812595944
LILRB5,-7.836336642000001
LIM2,-3.6051963110000003
LIME1,-5.268732278
LIMS2,-7.045290598999999
LIN28A,-3.4569440210000004
LINGO2,-1.077169447
LINGO3,-9.045141905
LINGO4,-8.342484179
LIPE,-9.314628996
LIPJ,7.2648190679999995
LITAF,-2.7786380239999997
LLGL2,-7.614238777000001
LMBR1,-3.152617655
LMBR1L,-3.4072394210000003
LMF2,-12.53047341
LMNA,-10.81956338
LMNB2,-8.940765368
LMO1,-2.380063439
LMO2,3.039032185
LMO4,4.5241371919999995
LMO7,-5.1042183869999995
LMOD1,-7.630871751
LMOD2,10.63304547
LMOD3,-9.226368381
LNP1,-3.1650020739999998
LNPEP,-1.386478313
LONP2,-5.912419906
LONRF1,-6.937587465
LONRF2,-2.569455801
LOR,-2.540915105
LOX,-2.4591375159999997
LOXL1,-8.509926615
LOXL2,-13.56910502
LPAR4,-1.128795413
LPAR5,-6.274485065
LPCAT4,-8.434873525
LPGAT1,3.117608412
LPIN1,-16.32610137
LPIN3,-13.09474339
LPP,-3.6058835260000004
LRAT,-1.79152237
LRBA,13.21051093
LRCH3,-3.311461375
LRCH4,-11.14555292
LRFN1,-7.772142842999999
LRFN2,-10.28296172
LRIF1,3.84345021
LRIG2,-18.79844428
LRIG3,13.60327784
LRP1,-63.08393172
LRP10,-11.81201778
LRP11,-7.1821620070000005
LRP1B,187.0538199
LRP2BP,-5.319960873
LRP3,-12.1228522
LRP5,-20.05826087
LRP5L,-4.479975646000001
LRP6,-11.59167513
LRRC15,-4.317226201
LRRC18,-2.0318836869999997
LRRC19,1.962425078
LRRC23,0.671749853
LRRC27,-10.27093331
LRRC28,-7.190617014
LRRC30,4.505727338
LRRC31,-8.703247356
LRRC32,-3.650461838
LRRC34,-8.720835702
LRRC36,-7.434001792
LRRC37A2,-11.92593518
LRRC37A3,-7.92345765
LRRC4,19.09003335
LRRC40,-1.2305301000000002
LRRC43,-9.594886131
LRRC45,3.583920668
LRRC47,21.40505583
LRRC4B,-0.598529816
LRRC4C,36.9582711
LRRC56,-8.948518635
LRRC57,-3.332170177
LRRC58,-3.793483728
LRRC6,-3.3821137830000003
LRRC61,-4.089263947
LRRC7,25.12858227
LRRC8B,48.47843523
LRRC8D,23.19531399
LRRIQ3,2.7896872210000003
LRRN4,-11.29197982
LRRTM1,8.45361698
LRSAM1,-12.10897402
LRTM1,-4.003367522
LRTM2,-4.573687583
LSM14A,-6.902327972
LSM2,-1.67202324
LSM4,-2.590148642
LSM7,6.1347680460000005
LSMEM1,-0.638678393
LSMEM2,-2.8446136139999996
LTBP2,3.211086199
LTBP3,-11.23697582
LTC4S,-2.256989293
LTF,45.49474362
LTV1,-6.268190228
LUZP4,-3.558896378
LY6E,-1.738432454
LY6G5B,-3.387853054
LY6G6D,5.628759124
LY6K,-3.842895304
LYL1,-4.550957513999999
LYPD2,5.580106223
LYPD3,-2.604960664
LYPD6,-2.1099065180000003
LYPLA1,-4.404599731
LYPLA2,-4.3221314060000005
LYSMD1,-2.5454007130000003
LYVE1,-3.8107284839999997
LYZL2,-3.1217012810000004
LYZL4,6.406971398
LZIC,-4.678546726
LZTR1,-4.35845405
LZTS2,-10.97571494
M6PR,-4.452619209
MACC1,-7.541607873999999
MACF1,17.93988971
MAD2L1,-3.680066614
MAD2L2,-2.8995608639999997
MAF,-2.7900197889999996
MAF1,2.410224623
MAFB,-5.520713531
MAFF,-2.7769863110000004
MAFK,-2.653769072
MAGEA10,-2.044344992
MAGEA11,19.98360069
MAGEA3,-4.246735041
MAGEA4,2.2008807999999997
MAGEB10,0.05630421
MAGEB2,-0.873718158
MAGED2,-9.213089933
MAGEF1,2.8922398510000003
MAGOH,-1.547483876
MALL,-2.192793923
MALT1,-13.82028761
MAMDC2,-1.224303691
MAMDC4,-15.08019996
MAML1,-17.90011202
MAML2,-3.1051463060000004
MAMLD1,-18.66379113
MAMSTR,-6.94271829
MAN1A1,-5.6568172389999996
MAN1B1,-10.36997328
MAN1C1,2.1330034419999997
MAN2B1,4.027956517
MAN2C1,36.60310387
MANBAL,1.723031264
MANEA,-7.8319287079999995
MANEAL,-5.968464823
MANSC1,-6.333382384
MAOA,17.78114088
MAOB,0.67857124
MAP1B,7.264501243
MAP1LC3B2,-2.00035015
MAP1LC3C,-2.1066840819999997
MAP2K1,14.5986473
MAP2K2,-1.076061149
MAP2K4,38.99539856
MAP2K5,-0.6614523529999999
MAP3K1,266.8730733
MAP3K13,62.52219413
MAP3K19,-6.766648787
MAP3K3,-4.029385253
MAP3K6,-22.82638712
MAP4,-9.030198739
MAP6,-11.99705182
MAP6D1,-3.21768467
MAP9,2.673214845
MAPK1,-5.429410247000001
MAPK11,2.623449409
MAPK15,-7.554088555
MAPK4,-0.759028741
MAPK6,-11.85708673
MAPK7,9.8701453
MAPK8,-0.9138496509999999
MAPK8IP3,-17.01252967
MAPK9,-2.1128040059999997
MAPKAPK5,1.602307584
MAPRE1,-4.546600794
MAPRE3,-4.300343302
MARCKSL1,3.91892747
MARK1,-2.965470222
MARS2,-3.4977235060000003
MARVELD2,-7.650949055
MASP1,1.327258573
MASTL,0.663235396
MAT1A,2.599366635
MATN3,-5.925730882000001
MAU2,16.9298102
MAX,-4.311264432
MB,-2.173190268
MB21D2,-7.518995965
MBD3L1,-1.3382134620000001
MBD5,1.467801121
MBIP,0.9740430729999999
MBLAC1,-4.3745436589999995
MBNL3,0.72843104
MBTD1,-9.360439867
MBTPS1,-4.842930854
MC1R,-4.666065936
MCC,-8.834556742
MCF2,-1.150906136
MCL1,14.235567999999999
MCM2,-15.02631988
MCM3AP,41.59778773
MCM5,-12.03351979
MCM9,-19.759004
MCPH1,-7.127233724
MCTS1,-2.19845963
MCU,16.66765534
MDGA1,-12.03890804
MDM2,-6.308865137000001
MDM4,-7.897969149
ME1,-5.23145398
ME3,-7.4034838039999995
MECOM,3.212779588
MECP2,-4.6811209389999995
MED12,9.285432304
MED13,-21.133219600000004
MED16,-0.7423028890000001
MED20,-0.170162306
MED26,10.81831995
MED28,-2.9215471639999997
MED4,-5.04790676
MED8,-2.168598449
MEF2B,33.03198828
MEFV,7.597697422
MEGF10,14.7745247
MEGF11,-11.81777717
MEGF6,-26.27584388
MEIS1,-6.830177012
MEIS3,-3.7668011339999996
MEMO1,-4.744043102
MEN1,4040.5498979999998
MEP1A,-6.686378593
MEPCE,23.66126317
MERTK,-1.271632217
MET,-11.65986765
METAP1,4.003298675
METTL17,-2.103514263
METTL21C,-3.6375208530000003
METTL23,-3.0369446289999997
METTL24,1.267424883
METTL2A,1.18516849
METTL3,-0.216046415
METTL6,-5.984078147000001
METTL7B,-3.958081714
METTL9,-5.752157242999999
MFAP2,-3.102837702
MFF,-5.738969077
MFN1,-3.954470293
MFNG,-5.717086202000001
MFRP,-6.957127067999999
MFSD11,-8.473702187999999
MFSD2A,-8.671414008
MFSD2B,-6.288895598
MFSD3,-2.795318206
MFSD6,-14.08863224
MFSD6L,-9.571252542
MFSD8,-9.166898837
MGAM,22.37936131
MGAT3,-8.049973549
MGAT4B,-9.227090292
