,gene,score
8912,AP2A1,-3.870127199
8913,RNF169,-3.870415593
8914,TNFRSF13B,-3.871611997
8915,CTRC,-3.871749556
8916,CREG2,-3.873964462
8917,PPIB,-3.874207747
8918,COPS8,-3.874736024
8919,CIDEB,-3.875046499
8920,MOB3A,-3.876126487
8921,DRAM1,-3.876863594
8922,UPK3A,-3.876869505
8923,FXN,-3.877145936
8924,GSC,-3.878035111
8925,ASAP3,-3.882400178
8926,HVCN1,-3.88262821
8927,RBP1,-3.883030423
8928,COMMD4,-3.883872446
8929,FAM228A,-3.884087083
8930,RNF141,-3.884110661
8931,LYPD5,-3.884323961
8932,OR11A1,-3.884340091
8933,NTMT1,-3.884856933
8934,SLC35B1,-3.885226767
8935,PLA2G4F,-3.886834402
8936,ACER3,-3.88792725
8937,FIP1L1,-3.888457008
8938,SCNN1A,-3.889070535
8939,TBC1D28,-3.889909721
8940,BNC1,-3.891058334
8941,ALKBH7,-3.891555974
8942,PRKAR1A,-3.891641592
8943,ZNF589,-3.892063997
8944,PIAS4,-3.893371404
8945,PLIN3,-3.893760347
8946,EBPL,-3.894085666
8947,ZNF346,-3.894947933
8948,NIPSNAP3B,-3.895676403
8949,GCLM,-3.896911191
8950,CALB1,-3.898250585
8951,ZEB1,-3.898870463
8952,SFTPA1,-3.900501929
8953,UPK1B,-3.900530066
8954,COQ4,-3.900665417
8955,DERL1,-3.901007731
8956,OR2V2,-3.901420368
8957,BLK,-3.902512085
8958,TAF11,-3.903513129
8959,ARHGEF15,-3.905227327
8960,GPRC6A,-3.90540058
8961,CREG1,-3.905507759
8962,FAM110A,-3.906295633
8963,GADD45GIP1,-3.906424302
8964,CD46,-3.907209786
8965,TMEM45B,-3.907262505
8966,KLF9,-3.907819478
8967,CS,-3.907866872
8968,FOLR2,-3.908291575
8969,OR7D4,-3.910520884
8970,CD1A,-3.911703994
8971,FAM213B,-3.91243364
8972,SAMD12,-3.915575212
8973,NAA40,-3.915901988
8974,ACADL,-3.917816151
8975,AQP4,-3.918747569
8976,TCHHL1,-3.919966673
8977,ZNF320,-3.920868283
8978,TMEM41A,-3.921178615
8979,CALCOCO1,-3.922509007
8980,RAB23,-3.923138999
8981,NDST3,-3.923396538
8982,GZMM,-3.923455084
8983,EFCAB1,-3.923496883
8984,ANKRD17,-3.923828718
8985,PLA2G2F,-3.924642223
8986,RAX2,-3.925623341
8987,CALD1,-3.92623861
8988,PRTN3,-3.927658865
8989,CINP,-3.927704734
8990,ALOX5AP,-3.929077726
8991,PEX11G,-3.929675065
8992,FAM114A1,-3.932042019
8993,FRAT2,-3.933578204
8994,TTC9,-3.934564173
8995,HOXB8,-3.934763183
8996,CEACAM21,-3.936232397
8997,SRI,-3.940262133
8998,KRT33B,-3.940438082
8999,KRTAP5-3,-3.941544494
9000,EAF2,-3.9416018
9001,MALSU1,-3.941856045
9002,TPGS1,-3.94335398
9003,ERP29,-3.943477868
9004,RANGRF,-3.944100399
9005,HDHD3,-3.947781709
9006,CDC42EP3,-3.948670332
9007,CALR3,-3.950129237
9008,CD36,-3.950963527
9009,KRTAP10-8,-3.951097983
9010,HMGB3,-3.951576848
9011,HOXC13,-3.952187873
9012,RASSF5,-3.952652451
9013,CD63,-3.953112644
9014,EBP,-3.9540181
9015,AP1M2,-3.954226049
9016,TMEM119,-3.954361833
9017,MFN1,-3.954470293
9018,APOL3,-3.955632043
9019,SEC11A,-3.956086808
9020,ARHGEF16,-3.957446047
9021,OR10A7,-3.957759372
9022,METTL7B,-3.958081714
9023,AES,-3.958554937
9024,PTGDR2,-3.959392689
9025,TSPAN17,-3.96104723
9026,MLKL,-3.961497506
9027,RNASE9,-3.961659069
9028,ST3GAL5,-3.962491039
9029,GPR171,-3.966889731
9030,OR10H4,-3.967251028
9031,KRT18,-3.967669244
9032,LYG2,-3.969031607
9033,SECTM1,-3.969149391
9034,CABP7,-3.970357422
9035,CALY,-3.97162776
9036,ITGB3BP,-3.972725996
9037,ZNF391,-3.973137529
9038,FITM2,-3.975207217
9039,IRGM,-3.976181757
9040,OSBP,-3.976312007
9041,EXOSC8,-3.976399781
9042,SCO2,-3.97662295
9043,SCAMP3,-3.976979003
9044,AK4,-3.978556481
9045,HMGB2,-3.979236149
9046,ATP6V0B,-3.979570352
9047,CELA3A,-3.979756958
9048,COMMD5,-3.980517136
9049,ZNF80,-3.981245012
9050,EML5,-3.981449681
9051,ELANE,-3.981519055
9052,KLK3,-3.981677864
9053,CCDC107,-3.9819802
9054,BLMH,-3.983752356
9055,FAM110C,-3.983915435
9056,CLDN15,-3.985105892
9057,ADAM10,-3.985319342
9058,NMRK2,-3.985421817
9059,RAB3D,-3.986702358
9060,FIBP,-3.986727808
9061,ZDHHC12,-3.987135028
9062,MTNR1A,-3.987302784
9063,EMC10,-3.987575507
9064,ENAH,-3.988211947
9065,CYBRD1,-3.988997656
9066,CTSG,-3.990823703
9067,PLS3,-3.991266327
9068,ZNF808,-3.991879834
9069,GNAZ,-3.992061014
9070,RGS19,-3.992213793
9071,ABCA8,-3.993623193
9072,MS4A2,-3.993793735
9073,TRPT1,-3.996729165
9074,GET4,-3.996993291
9075,KIF25,-3.999376713
9076,COQ7,-3.999404953
9077,SNX11,-3.999672476
9078,MRPS34,-4.000721318
9079,SFTPD,-4.000937704
9080,SRSF9,-4.002114879
9081,TIRAP,-4.0025137
9082,MEOX1,-4.003175065
9083,DNAJA4,-4.00326449
9084,LRTM1,-4.003367522
9085,DAAM2,-4.004440193
9086,RBM47,-4.005802655
9087,PPP1R2,-4.00587928
9088,ZNF575,-4.006053138
9089,OR5AU1,-4.006348488
9090,KLC2,-4.007245913
9091,OR10C1,-4.008795425
9092,MRPL16,-4.009444925
9093,CLEC1B,-4.009685136
9094,ARMC6,-4.009747316
9095,ZNF552,-4.009899638
9096,HLA-DQB1,-4.010200206
9097,CLEC4E,-4.01098018
9098,ZNF260,-4.011344838
9099,CACNG1,-4.014633957
9100,VSIG8,-4.019089455
9101,ISOC2,-4.019258787
9102,NAA10,-4.019447074
9103,OR11H4,-4.021091511
9104,CCDC54,-4.021680846
9105,PCTP,-4.022328688
9106,ZNRF2,-4.023407708
9107,PDF,-4.023778236
9108,NANP,-4.024576195
9109,LATS2,-4.025085579
9110,OXLD1,-4.025562579
9111,ZC3H4,-4.027383872
9112,SH3YL1,-4.027579084
9113,CCNO,-4.027777663
9114,CD200,-4.029176959
9115,MAP3K3,-4.029385253
9116,PRSS27,-4.029903813
9117,CD81,-4.032522258
9118,ELFN1,-4.032877893
9119,ERLIN2,-4.033109902
9120,MLX,-4.034280941
9121,FAM220A,-4.034742463
9122,TMEM219,-4.034775152
9123,UBIAD1,-4.034892341
9124,SUN2,-4.035447774
9125,PLEKHF2,-4.036023045
9126,POLR3A,-4.038053498
9127,SHMT2,-4.038101873
9128,SPRY4,-4.03950578
9129,HSD17B12,-4.04054375
9130,PNO1,-4.043765242
9131,HOXC9,-4.044370378
9132,RNF114,-4.044957466
9133,HOXB9,-4.045563393
9134,KDELR3,-4.045605074
9135,PTGFR,-4.045882836
9136,STAMBPL1,-4.045934339
9137,DRG2,-4.046058563
9138,DIRAS3,-4.046115174
9139,APH1B,-4.046785809
9140,PSMB5,-4.046813317
9141,KLF3,-4.046837217
9142,TAS2R8,-4.046902486
9143,SLC50A1,-4.047308848
9144,LAP3,-4.048047081
9145,FASTK,-4.049268565
9146,GCH1,-4.049552138
9147,NCEH1,-4.050389224
9148,HGD,-4.050430453
9149,ATP2A2,-4.050482305
9150,SMYD1,-4.051358724
9151,TMED6,-4.05483221
9152,UCHL3,-4.055267601
9153,OR52K2,-4.055376353
9154,TMEFF2,-4.055481439
9155,LTN1,-4.056953548
9156,CELA2A,-4.057391624
9157,FDXACB1,-4.060337229
9158,C1QL1,-4.060660055
9159,HSD17B8,-4.061245234
9160,FGL1,-4.061287224
9161,TMEM99,-4.062242769
9162,ARMC7,-4.063935064
9163,INO80C,-4.065042966
9164,ODF3L1,-4.065374718
9165,TRIM15,-4.066114679
9166,ST6GALNAC1,-4.066264965
9167,SSMEM1,-4.06772001
9168,TRIM59,-4.06813234
9169,ADTRP,-4.068350551
9170,STX3,-4.070017228
9171,STARD4,-4.070058271
9172,NUDT16L1,-4.071043592
9173,KIAA0513,-4.071264323
9174,KDM4D,-4.071942141
9175,SFTPA2,-4.072378055
9176,YWHAQ,-4.072611889
9177,KLF12,-4.075679714
9178,PRSS23,-4.076826575
9179,ZNF705A,-4.078436215
9180,RIMS4,-4.079294565
9181,TSPAN32,-4.080146361
9182,SRD5A1,-4.08144299
9183,CEBPD,-4.081474835
9184,DRAXIN,-4.081610244
9185,DPH5,-4.0842472
9186,SLC35C1,-4.085277252
9187,CLDN12,-4.086335276
9188,PSPH,-4.08658076
9189,SPAG7,-4.086680049
9190,EGFL8,-4.086691668
9191,AZU1,-4.087021083
9192,TREX2,-4.088243937
9193,LRRC61,-4.089263947
9194,HOXA7,-4.090070712
9195,EIF3K,-4.091641597
9196,VOPP1,-4.092634732
9197,TNFSF13B,-4.093638535
9198,EMC7,-4.093929858
9199,SLC16A12,-4.096805982
9200,DNAJB8,-4.09862714
9201,ING2,-4.098812366
9202,GINS3,-4.100370042
9203,TK2,-4.101328927
9204,GAS2L3,-4.101803153
9205,CACNG2,-4.105619249
9206,ULBP2,-4.105781904
9207,TECPR2,-4.106007865
9208,FAM204A,-4.106349736
9209,TM4SF19,-4.106944014
9210,CEACAM3,-4.108118275
9211,ZFAND3,-4.108134719
9212,FOXI2,-4.108218296
9213,RHNO1,-4.108752318
9214,FBLIM1,-4.108907479
9215,SEL1L,-4.109464415
9216,EIF4A1,-4.109533949
9217,AGER,-4.110831548
9218,IPCEF1,-4.111754485
9219,CNPY4,-4.112223233
9220,BMP15,-4.112684716
9221,CCDC124,-4.113147219
9222,OTX2,-4.115062312
9223,ROPN1L,-4.115599193
9224,PIWIL1,-4.116307596
9225,CMTM4,-4.117662372
9226,ATOH1,-4.118198773
9227,CSGALNACT2,-4.118954714
9228,MOCS2,-4.119357416
9229,SFN,-4.119522599
9230,ERCC3,-4.12016051
9231,ALKBH2,-4.12028151
9232,KCNK6,-4.120937377
9233,C1GALT1C1,-4.121060867
9234,NUDT14,-4.121355401
9235,CARNS1,-4.122348559
9236,POU2AF1,-4.123231753
9237,SIX2,-4.123794143
9238,C1GALT1,-4.125029116
9239,OSBPL5,-4.126231966
9240,EXOSC5,-4.127210876
9241,CKAP4,-4.127868431
9242,AZIN1,-4.128653264
9243,PKP1,-4.129995927
9244,SORD,-4.130162185
9245,KRT14,-4.130687081
9246,AAED1,-4.131733577
9247,DGAT2L6,-4.133929173
9248,ZDHHC16,-4.135087203
9249,IFI35,-4.135328168
9250,GSTA5,-4.135358038
9251,STX4,-4.136174486
9252,HSD17B4,-4.136541071
9253,ZKSCAN7,-4.13742825
9254,AAMDC,-4.139276398
9255,TRMT61A,-4.139719138
9256,ICMT,-4.141406599
9257,CPA5,-4.141689126
9258,C1QL4,-4.142485401
9259,ASB18,-4.143785756
9260,OR52A1,-4.14382293
9261,TRIM36,-4.143946856
9262,CEBPE,-4.146441683
9263,WNT3A,-4.146960594
9264,PCSK2,-4.147042558
9265,NFATC1,-4.149352909
9266,HOXA5,-4.150127167
9267,LENG1,-4.15110497
9268,CFC1,-4.153774642
9269,ZC3H8,-4.153958218
9270,OR14I1,-4.155013373
9271,FBXO27,-4.155876588
9272,GOSR1,-4.155930842
9273,PSMA6,-4.156350133
9274,GSTA4,-4.156676731
9275,FXR2,-4.156739011
9276,OR7A5,-4.157536044
9277,GEMIN8,-4.157934651
9278,AGO2,-4.158772648
9279,SIGMAR1,-4.158819176
9280,GNAT3,-4.16000185
9281,UCHL1,-4.160759637
9282,OSM,-4.161860901
9283,LHFPL2,-4.162186458
9284,RNF125,-4.162880975
9285,RCAN3,-4.163278667
9286,FBXL18,-4.166671018
9287,RTBDN,-4.166773368
9288,MUM1L1,-4.167478387
9289,NDRG3,-4.167505198
9290,BPNT1,-4.167653142
9291,ZNF304,-4.168836793
9292,CHMP4C,-4.169301999
9293,TMEM33,-4.169530371
9294,HYLS1,-4.170374442
9295,TWSG1,-4.170386019
9296,FGF13,-4.171665304
9297,PNP,-4.172815215
9298,CXCR1,-4.173069717
9299,CMIP,-4.173742944
9300,YWHAG,-4.174099409
9301,ZNF502,-4.175353065
9302,NDFIP1,-4.175401594
9303,ZNF813,-4.175465005
9304,KRTAP10-9,-4.175630232
9305,MIXL1,-4.176029339
9306,PAXIP1,-4.178030528
9307,RAB40B,-4.179529261
9308,OR8U1,-4.179538644
9309,OR13A1,-4.181278555
9310,OPA3,-4.181592878
9311,TMEM178A,-4.182363025
9312,FOXD2,-4.18249899
9313,TAAR2,-4.182990323
9314,PQBP1,-4.183123197
9315,FBXO45,-4.183465375
9316,CLDN23,-4.183619693
9317,PEX11B,-4.183964208
9318,TSNAX,-4.184454425
9319,GGPS1,-4.185306421
9320,TBL2,-4.18668658
9321,ACMSD,-4.188834885
9322,TGFB1I1,-4.189963819
9323,TSPAN3,-4.191506868
9324,LDHB,-4.191572624
9325,SKA1,-4.191949821
9326,CSN2,-4.192474
9327,SNX17,-4.192722788
9328,NUDT22,-4.192953223
9329,UROC1,-4.194064396
9330,OR2D3,-4.195067403
9331,IL36B,-4.197071869
9332,ZNF697,-4.197332563
9333,UGGT2,-4.198990481
9334,GIN1,-4.199077445
9335,CENPP,-4.199112331
9336,KLK10,-4.199146814
9337,WDR37,-4.201116054
9338,SLC25A20,-4.201170169
9339,RDH5,-4.201335641
9340,DHDDS,-4.201390553
9341,CHMP5,-4.201687592
9342,SGTA,-4.202697751
9343,SLC34A2,-4.203335342
9344,MSR1,-4.203913838
9345,KRTAP5-5,-4.205053242
9346,RXFP2,-4.205259219
9347,HLA-DQA1,-4.205813115
9348,TSN,-4.205877735
9349,AMN,-4.206079477
9350,LURAP1,-4.206218618
9351,EVI2A,-4.207419412
9352,TMEFF1,-4.207710553
9353,CDV3,-4.207870714
9354,NPM2,-4.208298783
9355,ZBTB41,-4.208846595
9356,RAB6B,-4.210283592
9357,BTBD18,-4.210409059
9358,PEBP4,-4.213075219
9359,OR5V1,-4.213876883
9360,KAZALD1,-4.216561832
9361,OR2AE1,-4.21670924
9362,CDK5R1,-4.216876164
9363,HEXIM2,-4.218593357
9364,ZMYND19,-4.218756614
9365,TTC14,-4.220325162
9366,OR7C2,-4.220646532
9367,MRPL28,-4.221018808
9368,FBXL13,-4.221393406
9369,TMEM179,-4.222588436
9370,PLCL1,-4.222861036
9371,SCGN,-4.223097444
9372,HSPA1B,-4.224417605
9373,PPM1M,-4.224739226
9374,UNG,-4.224822794
9375,OR52L1,-4.225145724
9376,MBLAC2,-4.228783348
9377,GATAD1,-4.230596948
9378,TMEM109,-4.231294945
9379,GID8,-4.23446923
9380,P2RY14,-4.234524101
9381,ZDHHC4,-4.234715418
9382,FAM110D,-4.235269426
9383,BBS10,-4.235422178
9384,TUBA3E,-4.235598788
9385,CACFD1,-4.236245529
9386,RND1,-4.242414378
9387,CDRT15L2,-4.243184444
9388,STX16,-4.243418621
9389,ANP32A,-4.243420567
9390,PSEN2,-4.243945647
9391,SNX31,-4.24399206
9392,TNFRSF4,-4.244404765
9393,SLC1A6,-4.24634764
9394,MAGEA3,-4.246735041
9395,GSTO1,-4.246919559
9396,INPPL1,-4.251327382
9397,OR7A10,-4.25185096
9398,PDCL3,-4.252861728
9399,STX10,-4.253000999
9400,GINS4,-4.253069601
9401,SLC29A3,-4.253766786
9402,MTFR1L,-4.253858363
9403,ACRV1,-4.25554489
9404,VTI1B,-4.255657236
9405,MOSPD3,-4.257659824
9406,IL37,-4.257911326
9407,OR1A1,-4.258611765
9408,PRPSAP2,-4.259151972
9409,RBM38,-4.25946077
9410,CLPP,-4.25951152
9411,F3,-4.262150025
9412,SCMH1,-4.262223344
9413,RFPL4A,-4.262982129
9414,MS4A1,-4.264322268
9415,WNT10B,-4.26702357
9416,TIMM21,-4.268270559
9417,DNM1L,-4.27234283
9418,ABHD2,-4.272444426
9419,AQP8,-4.272587536
9420,OR6C6,-4.272693309
9421,SFXN5,-4.273520876
9422,SNAP25,-4.274031441
9423,CLIC3,-4.275474784
9424,MYADML2,-4.275671
9425,LDLR,-4.277069761
9426,WDR27,-4.277449209
9427,EPHX4,-4.277552985
9428,EMD,-4.277965649
9429,TBATA,-4.278013686
9430,NBL1,-4.27935638
9431,DCTN3,-4.279530325
9432,SYNDIG1L,-4.279788204
9433,TNFAIP2,-4.280096484
9434,LCN1,-4.281480334
9435,IDUA,-4.282599112
9436,TMEM248,-4.282850884
9437,HES4,-4.282862334
9438,CPSF4,-4.282887495
9439,IL1A,-4.284630179
9440,KCTD7,-4.285213927
9441,PINLYP,-4.288836046
9442,OR4D2,-4.290106469
9443,CRHBP,-4.290108482
9444,FBXO15,-4.291483137
9445,MMP26,-4.29159935
9446,NSUN5,-4.291733389
9447,FADS6,-4.292165315
9448,DUS4L,-4.294148878
9449,CDCA4,-4.294502092
9450,TLL1,-4.294925499
9451,BPI,-4.295004091
9452,OSGIN1,-4.295203866
9453,TMUB1,-4.295902221
9454,PRSS57,-4.296021968
9455,TGIF2LX,-4.296576989
9456,SNRNP35,-4.296887794
9457,PUS7,-4.297645868
9458,OR9K2,-4.298406582
9459,ELOVL1,-4.298415276
9460,FOXR2,-4.298933906
9461,DUSP4,-4.299294479
9462,GBGT1,-4.299356073
9463,RPS3,-4.300261107
9464,MAPRE3,-4.300343302
9465,HNRNPCL1,-4.302067278
9466,AKR1B10,-4.302987458
9467,OR4X1,-4.303116505
9468,GALNT14,-4.303123442
9469,IBA57,-4.304331446
9470,FANCF,-4.304586224
9471,CHERP,-4.305001483
9472,SLC35E1,-4.305838738
9473,PEX11A,-4.306875348
9474,SLC37A1,-4.307792253
9475,PANK3,-4.307989466
9476,MAP3K7CL,-4.308027858
9477,OR7E24,-4.308729559
9478,OR9A2,-4.308892536
9479,KRTAP10-12,-4.308899793
9480,TMED4,-4.308998126
9481,TMEM72,-4.311173433
9482,MAX,-4.311264432
9483,CXXC5,-4.312377066
9484,NANOS1,-4.312578213
9485,HOXB5,-4.31441918
9486,ENOPH1,-4.314639398
9487,LILRB2,-4.314828261
9488,LMAN2L,-4.315263763
9489,FHOD3,-4.31548332
9490,HSD17B14,-4.315937651
9491,LRRC15,-4.317226201
9492,FBXO40,-4.318427035
9493,TROVE2,-4.319184248
9494,10-Sep,-4.321442574
9495,LYPLA2,-4.322131406
9496,FGF8,-4.322730878
9497,E2F6,-4.324325527
9498,PDZD9,-4.32438311
9499,CHRNA4,-4.324517928
9500,SMARCA2,-4.325695739
9501,CIAPIN1,-4.326640773
9502,OR3A2,-4.327118104
9503,NIPSNAP3A,-4.329448692
9504,BRD4,-4.331443498
9505,GDF7,-4.331634169
9506,SBSN,-4.332124314
9507,CNOT4,-4.333347743
9508,PCDHGA4,-4.334131947
9509,GALR2,-4.334653704
9510,IL1RAPL2,-4.335011141
9511,SERPINE1,-4.336071309
9512,STX7,-4.336119349
9513,GSX1,-4.336385639
9514,R3HDML,-4.337864991
9515,NLRP1,-4.339441328
9516,KLK8,-4.339550188
9517,MPZL3,-4.339653755
9518,TNFSF13,-4.339763609
9519,INCA1,-4.341132972
9520,OR1L4,-4.341245819
9521,TRAPPC12,-4.342510982
9522,INHBA,-4.342851562
9523,CD164,-4.343557128
9524,PEX2,-4.343818855
9525,HELLS,-4.34419028
9526,SNAI1,-4.346233885
9527,TM6SF1,-4.347232263
9528,UPK3B,-4.347872918
9529,HOXA13,-4.347986262
9530,TTC33,-4.348506937
9531,DPP9,-4.349062112
9532,GPD1L,-4.349449944
9533,ACTC1,-4.349564268
9534,DHX9,-4.34969789
9535,CD9,-4.351055668
9536,HOXB4,-4.351333877
9537,ANKRD42,-4.352947616
9538,HELT,-4.353245363
9539,TMEM54,-4.353464083
9540,B3GALT1,-4.354252807
9541,NAT2,-4.354256389
9542,WDR13,-4.355742814
9543,GSTM3,-4.356511716
9544,MCM6,-4.356630581
9545,CLEC4A,-4.35677241
9546,SRSF5,-4.356921123
9547,RASGEF1A,-4.35696097
9548,USP5,-4.357343279
9549,RPL8,-4.358395213
9550,LZTR1,-4.35845405
9551,GPR148,-4.359237431
9552,IL32,-4.359616045
9553,MOB1A,-4.360530186
9554,SPON2,-4.363690875
9555,N4BP2L2,-4.363979477
9556,ZWINT,-4.365602178
9557,SNRNP200,-4.365828906
9558,GIMAP6,-4.366811226
9559,RNF182,-4.368313515
9560,OR9Q1,-4.368367199
9561,HAPLN4,-4.368461697
9562,MBL2,-4.36865684
9563,DHRS2,-4.368873876
9564,ELF5,-4.369269031
9565,BMP2K,-4.370808599
9566,PEX13,-4.371447567
9567,TWF2,-4.37177597
9568,RPL28,-4.372488569
9569,TMEM65,-4.372600929
9570,AQP9,-4.372911895
9571,SLC10A6,-4.373450926
9572,ZHX1,-4.37418756
9573,MBLAC1,-4.374543659
9574,XRCC2,-4.374837185
9575,SLC39A2,-4.375172774
9576,CDCA5,-4.378407644
9577,KLK15,-4.380791723
9578,CD320,-4.380805891
9579,BRI3BP,-4.381834833
9580,AQP2,-4.382364612
9581,LAMP5,-4.382599531
9582,IGFBPL1,-4.384040183
9583,FBN2,-4.384163979
9584,PHOSPHO2,-4.385148121
9585,HLA-DQA2,-4.385796893
9586,RNASET2,-4.385854375
9587,CFI,-4.386100456
9588,ZAR1L,-4.386121638
9589,PSMD2,-4.386893243
9590,HTATIP2,-4.389481546
9591,FFAR4,-4.389694957
9592,USP20,-4.390382064
9593,EBLN2,-4.390426075
9594,TRIM63,-4.390885334
9595,FAM136A,-4.391039396
9596,KARS,-4.391203238
9597,TSPAN18,-4.391622823
9598,DBH,-4.392499005
9599,PDE3B,-4.392666337
9600,UPK1A,-4.392679219
9601,SPIN2A,-4.393655084
9602,IRF5,-4.394802546
9603,PHOX2B,-4.396823378
9604,EIF2B1,-4.397528391
9605,TAF7,-4.398354345
9606,HSCB,-4.399606802
9607,POM121C,-4.399642215
9608,TXNDC11,-4.399826248
9609,USB1,-4.401999058
9610,FAM168A,-4.403846731
9611,LYPLA1,-4.404599731
9612,MSX2,-4.404965825
9613,IL18BP,-4.406412877
9614,TACSTD2,-4.40728944
9615,PCSK1N,-4.407353677
9616,TSPAN6,-4.407497842
9617,STC2,-4.408577049
9618,TAS2R3,-4.408773481
9619,ACOT7,-4.409453578
9620,CEACAM19,-4.409932823
9621,CENPO,-4.410808947
9622,TPR,-4.410915991
9623,HIP1R,-4.411187199
9624,FBXO24,-4.411416849
9625,SLC25A31,-4.411562042
9626,ATP6V1B2,-4.411800439
9627,SH3GL2,-4.412809466
9628,GTPBP3,-4.412828193
9629,PCBP3,-4.413064465
9630,PRKAR2B,-4.413935895
9631,ITSN1,-4.414863653
9632,CHRNA6,-4.415423137
9633,KCTD15,-4.415651597
9634,TPRA1,-4.416198351
9635,SDR42E1,-4.416254688
9636,IFI44,-4.416265138
9637,LIPN,-4.417328911
9638,RPAIN,-4.417542847
9639,UBXN1,-4.418698144
9640,TNFRSF25,-4.420852396
9641,RASSF3,-4.42138734
9642,OR4C3,-4.422166302
9643,RPS24,-4.422683775
9644,YAF2,-4.424109198
9645,TMEM68,-4.424115982
9646,RASD1,-4.425296082
9647,AKTIP,-4.426561326
9648,LGALS3,-4.426702801
9649,UVSSA,-4.42740545
9650,P2RY12,-4.42849632
9651,NOXRED1,-4.428525826
9652,HCCS,-4.431432167
9653,CHSY1,-4.432051744
9654,FAM170A,-4.433822839
9655,SRP68,-4.435252027
9656,PRLHR,-4.435273528
9657,RNF166,-4.435774098
9658,TMEM71,-4.436554317
9659,FAM120AOS,-4.436661804
9660,SPIB,-4.436680629
9661,KRT76,-4.437558739
9662,CYB5R1,-4.437731611
9663,CTSO,-4.437991985
9664,CRB2,-4.438310455
9665,MAS1,-4.439388772
9666,SRMS,-4.44116004
9667,SLC2A8,-4.441512366
9668,CALHM3,-4.442178426
9669,RAB43,-4.44321136
9670,SLC9A2,-4.443310815
9671,SIX3,-4.443795812
9672,B3GAT2,-4.445351417
9673,SLA2,-4.445460451
9674,FAM71E1,-4.446678455
9675,RAB15,-4.446821821
9676,ZNF81,-4.446850271
9677,IGFBP3,-4.450311965
9678,MMP3,-4.451456358
9679,PSMD7,-4.452426276
9680,M6PR,-4.452619209
9681,OSR1,-4.454334216
9682,THEM4,-4.454796381
9683,PBLD,-4.455586119
9684,CHCHD6,-4.455873573
9685,SNAPC3,-4.456107422
9686,INSIG2,-4.45676362
9687,IGFBP4,-4.457707862
9688,ZNF625,-4.458060244
9689,SLC4A1AP,-4.458417479
9690,PNPO,-4.458711159
9691,HLA-DPB1,-4.459469302
9692,EPHB6,-4.459870619
9693,FGFBP3,-4.461107968
9694,SMYD5,-4.461258901
9695,WDR43,-4.461932444
9696,ZNF511,-4.462649307
9697,PADI2,-4.462762071
9698,3-Mar,-4.463582708
9699,PIM3,-4.463759665
9700,PHYHIP,-4.465023778
9701,ABCB6,-4.465257475
9702,NQO2,-4.467718327
9703,RASL11B,-4.467814474
9704,HSF2BP,-4.468455237
9705,FOSL1,-4.470111372
9706,LGSN,-4.470235999
9707,FBXO8,-4.470358106
9708,PIGF,-4.470716784
9709,MRPS9,-4.471272375
9710,RBMX,-4.471627999
9711,NXPH3,-4.472470406
9712,C1QL3,-4.473116116
9713,DHRS11,-4.473955454
9714,LRRC3,-4.474502557
9715,GUF1,-4.474915598
9716,PSAP,-4.475302959
9717,HDAC9,-4.475956964
9718,TOR1AIP1,-4.476581549
9719,BCL2L11,-4.477340173
9720,PURA,-4.47745728
9721,MDFI,-4.478776745
9722,MS4A4A,-4.479157991
9723,OR4K14,-4.479757407
9724,IL12A,-4.47993259
9725,LRP5L,-4.479975646
9726,EID3,-4.48000717
9727,SYPL2,-4.480079812
9728,SMNDC1,-4.480270261
9729,F11R,-4.480498047
9730,ARL6IP6,-4.482061003
9731,P2RY1,-4.482222526
9732,CMTM2,-4.482339932
9733,FAM102A,-4.482454256
9734,TMEM192,-4.482779105
9735,RWDD1,-4.484310467
9736,TMED3,-4.485203553
9737,OR1J4,-4.486082743
9738,LRRC3B,-4.487222961
9739,OR4D11,-4.487836707
9740,THEM5,-4.488482414
9741,PRKX,-4.488857812
9742,HTR5A,-4.488944661
9743,GTPBP8,-4.489050416
9744,RNF208,-4.489408263
9745,MYOZ3,-4.490257848
9746,COQ10B,-4.490566821
9747,KRTAP10-5,-4.490875588
9748,VCX3B,-4.493724785
9749,CLRN1,-4.494770668
9750,SHISA2,-4.495093704
9751,PGK2,-4.495722028
9752,STARD10,-4.495783516
9753,FASTKD5,-4.496023302
9754,VTA1,-4.496035983
9755,RBMX2,-4.498317293
9756,DIO3,-4.499298994
9757,BCL7B,-4.499644939
9758,TCAIM,-4.499685541
9759,KRTAP10-2,-4.500704782
9760,ARGLU1,-4.501520715
9761,CAPZA3,-4.501821721
9762,KREMEN2,-4.5023694
9763,TMEM249,-4.502581468
9764,RFX1,-4.503709635
9765,MTRF1,-4.504475853
9766,TMEM132A,-4.504503329
9767,FOLR1,-4.505276959
9768,DTYMK,-4.506491206
9769,SLC24A1,-4.506578022
9770,MMAB,-4.507050681
9771,MIPOL1,-4.508280308
9772,FMOD,-4.509162858
9773,CELA3B,-4.510995392
9774,PCGF5,-4.511194808
9775,OR4F15,-4.512446006
9776,PALLD,-4.51364813
9777,RND3,-4.514481343
9778,DOK2,-4.514935622
9779,DHRS1,-4.516213852
9780,MAD2L1BP,-4.517060405
9781,MOAP1,-4.519100638
9782,AKR7A3,-4.519555409
9783,ISG20,-4.521001682
9784,IFT43,-4.52131417
9785,C1QTNF5,-4.522819841
9786,MTNR1B,-4.524619865
9787,LRRC72,-4.526867684
